,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes,group,ordered_group,sample
16,gs_ind_0,EGFR tyrosine kinase inhibitor resistance,1/11,0.9543550297925671,0.9543550297925671,0.5252020007695267,FGF2_FGFR3,3,3,A1
17,gs_ind_0,Endocrine and other factor-regulated calcium reabsorption,1/1,0.2394957983193277,0.5534921083230324,4.20353982300885,GNAS_ADCY9,3,3,A1
18,gs_ind_0,Endocrine resistance,3/17,0.8211164037144987,0.8667339816986376,0.8128440366972477,GNAS_ADCY9;JAG2_NOTCH1;JAG2_NOTCH3,3,3,A1
19,gs_ind_0,Estrogen signaling pathway,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
20,gs_ind_0,Fibronectin matrix formation,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,FN1_ITGB1,3,3,A1
21,gs_ind_0,Focal adhesion,32/110,0.058252563493321065,0.39460321695914014,1.4821222606689735,FN1_ITGB6;TNC_ITGA2;COL6A2_ITGB1;LAMB3_ITGB1;LAMB2_ITGB4;FN1_ITGB1;LAMA2_ITGA3;THBS1_ITGB1;LAMB3_ITGB4;COL6A1_ITGB1;COL1A2_ITGB1;FN1_ITGA3;LAMB1_ITGB4;TNC_ITGA7;LAMA5_ITGB1;COL1A1_ITGB1;LAMA5_ITGA3;LAMB2_ITGB1;LAMB3_ITGA2;TNC_ITGB1;LAMB3_ITGA3;COMP_ITGB1;LAMC2_ITGB1;LAMA2_ITGB4;TNC_ITGB6;LAMA5_ITGB4;LAMC2_ITGB4;LAMC2_ITGA3;THBS1_ITGA3;TNC_ITGAV;LAMB2_ITGA3;LAMC2_ITGA2,3,3,A1
22,gs_ind_0,GABAergic synapse,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAI2_ADCY9,3,3,A1
23,gs_ind_0,Gap junction,2/6,0.4419794502542447,0.5598406369887099,1.6112266112266111,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
24,gs_ind_0,Gastric acid secretion,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
25,gs_ind_0,Gastric cancer,5/11,0.09339067054763998,0.5069779258300456,2.072463768115942,WNT3A_FZD2;WNT7B_FZD1;WNT7B_LRP5;WNT7B_FZD4;WNT3A_FZD1,3,3,A1
26,gs_ind_0,Glutamatergic synapse,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
27,gs_ind_0,GnRH signaling pathway,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
28,gs_ind_0,"Growth hormone synthesis, secretion and action",2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
29,gs_ind_0,Hepatocellular carcinoma,5/13,0.17453848464230184,0.5534921083230324,1.7499118165784833,WNT3A_FZD2;WNT7B_FZD1;WNT7B_LRP5;WNT7B_FZD4;WNT3A_FZD1,3,3,A1
30,gs_ind_0,Hippo signaling pathway,4/10,0.19602948948245072,0.5534921083230324,1.8304405874499332,WNT7B_FZD1;WNT3A_FZD1;WNT3A_FZD2;WNT7B_FZD4,3,3,A1
31,gs_ind_0,Human cytomegalovirus infection,2/7,0.5309090998409403,0.6569983747463964,1.3903903903903905,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
32,gs_ind_0,Human papillomavirus infection,37/114,0.002510996340641931,0.19083572188878678,1.9890297156246672,FN1_ITGB6;TNC_ITGA2;COL6A2_ITGB1;LAMB3_ITGB1;LAMB2_ITGB4;FN1_ITGB1;LAMA2_ITGA3;THBS1_ITGB1;LAMB3_ITGB4;COL6A1_ITGB1;COL1A2_ITGB1;FN1_ITGA3;LAMB1_ITGB4;TNC_ITGA7;LAMA5_ITGB1;COL1A1_ITGB1;LAMA5_ITGA3;LAMB2_ITGB1;LAMB3_ITGA2;TNC_ITGB1;LAMB3_ITGA3;MFNG_NOTCH1;COMP_ITGB1;WNT3A_FZD1;LAMC2_ITGB1;LAMA2_ITGB4;TNC_ITGB6;WNT3A_FZD2;LAMA5_ITGB4;LAMC2_ITGB4;LAMC2_ITGA3;THBS1_ITGA3;WNT7B_FZD1;WNT7B_FZD4;TNC_ITGAV;LAMB2_ITGA3;LAMC2_ITGA2,3,3,A1
33,gs_ind_0,Inflammatory mediator regulation of TRP channels,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
34,gs_ind_0,Insulin secretion,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
35,gs_ind_0,MAPK signaling pathway,5/26,0.7966941623090883,0.8527993850069114,0.8400718778077269,FGF6_FGFR3;AREG_ERBB3;FGF1_FGFR4;FGF6_FGFR4;FGF2_FGFR3,3,3,A1
36,gs_ind_0,Melanogenesis,5/8,0.020777814264529362,0.26318564735070527,2.8408963585434175,GNAS_ADCY9;WNT3A_FZD2;WNT7B_FZD1;WNT7B_FZD4;WNT3A_FZD1,3,3,A1
37,gs_ind_0,Morphine addiction,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
38,gs_ind_0,Notch signaling pathway,3/16,0.7848568893122837,0.8521303369676223,0.8659994439810954,JAG2_NOTCH1;MFNG_NOTCH1;JAG2_NOTCH3,3,3,A1
39,gs_ind_0,Ovarian steroidogenesis,1/3,0.5619065047173127,0.6569983747463964,1.786346396965866,GNAS_ADCY9,3,3,A1
40,gs_ind_0,Oxytocin signaling pathway,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
41,gs_ind_0,PI3K-Akt signaling pathway,37/127,0.03138785967408975,0.3407824764615459,1.5997130559540889,FGF6_FGFR3;FN1_ITGB6;TNC_ITGA2;COL6A2_ITGB1;LAMB3_ITGB1;LAMB2_ITGB4;FN1_ITGB1;AREG_ERBB3;LAMA2_ITGA3;THBS1_ITGB1;LAMB3_ITGB4;COL6A1_ITGB1;COL1A2_ITGB1;FN1_ITGA3;LAMB1_ITGB4;TNC_ITGA7;LAMA5_ITGB1;COL1A1_ITGB1;LAMA5_ITGA3;LAMB2_ITGB1;LAMB3_ITGA2;TNC_ITGB1;LAMB3_ITGA3;COMP_ITGB1;LAMC2_ITGB1;LAMA2_ITGB4;TNC_ITGB6;LAMA5_ITGB4;FGF1_FGFR4;LAMC2_ITGB4;LAMC2_ITGA3;THBS1_ITGA3;TNC_ITGAV;FGF6_FGFR4;LAMB2_ITGA3;FGF2_FGFR3;LAMC2_ITGA2,3,3,A1
42,gs_ind_0,Pancreatic secretion,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
43,gs_ind_0,"Parathyroid hormone synthesis, secretion and action",2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
44,gs_ind_0,Pathways in cancer,24/76,0.04361887940939834,0.36833720390158603,1.5535069749292751,FGF6_FGFR3;JAG2_NOTCH1;LAMB3_ITGB1;FN1_ITGB1;LAMA2_ITGA3;FN1_ITGA3;LAMA5_ITGB1;LAMB2_ITGB1;LAMA5_ITGA3;JAG2_NOTCH3;LAMB3_ITGA2;LAMB3_ITGA3;WNT3A_FZD1;LAMC2_ITGB1;WNT3A_FZD2;FGF1_FGFR4;LAMC2_ITGA3;WNT7B_LRP5;WNT7B_FZD1;WNT7B_FZD4;FGF6_FGFR4;LAMB2_ITGA3;FGF2_FGFR3;LAMC2_ITGA2,3,3,A1
45,gs_ind_0,Phospholipase D signaling pathway,1/4,0.6681674801688582,0.7467754190122533,1.3834808259587021,GNAS_ADCY9,3,3,A1
46,gs_ind_0,Platelet activation,5/10,0.0623057710988116,0.39460321695914014,2.2798185941043085,GNAS_ADCY9;COL3A1_ITGB1;GNAI2_ADCY9;COL1A1_ITGB1;COL1A2_ITGB1,3,3,A1
47,gs_ind_0,Pre-NOTCH Expression and Processing,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,MFNG_NOTCH1,3,3,A1
48,gs_ind_0,Pre-NOTCH Processing in Golgi,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,MFNG_NOTCH1,3,3,A1
49,gs_ind_0,Progesterone-mediated oocyte maturation,1/3,0.5619065047173127,0.6569983747463964,1.786346396965866,GNAI2_ADCY9,3,3,A1
50,gs_ind_0,Proteoglycans in cancer,8/20,0.07355595415360712,0.43001942428262624,1.8302537570830253,HSPG2_ITGB1;COL1A1_ITGB1;WNT3A_FZD2;WNT7B_FZD1;WNT7B_FZD4;COL1A2_ITGB1;WNT3A_FZD1;FN1_ITGB1,3,3,A1
51,gs_ind_0,Rap1 signaling pathway,5/17,0.3844914177878273,0.5534921083230324,1.3259863945578232,FGF6_FGFR3;GNAS_ADCY9;FGF1_FGFR4;FGF6_FGFR4;FGF2_FGFR3,3,3,A1
52,gs_ind_0,Ras signaling pathway,4/18,0.6658513035819371,0.7467754190122533,1.0025258903763576,FGF6_FGFR3;FGF2_FGFR3;FGF1_FGFR4;FGF6_FGFR4,3,3,A1
53,gs_ind_0,Regulation of actin cytoskeleton,7/18,0.10731532211704965,0.5437309653930515,1.7701364731067701,FGF6_FGFR3;FN1_ITGB6;FN1_ITGA3;FGF1_FGFR4;FGF6_FGFR4;FGF2_FGFR3;FN1_ITGB1,3,3,A1
54,gs_ind_0,Regulation of lipolysis in adipocytes,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
55,gs_ind_0,Relaxin signaling pathway,2/6,0.4419794502542447,0.5598406369887099,1.6112266112266111,GNAS_ADCY9;GNAI2_ADCY9,3,3,A1
56,gs_ind_0,Retrograde endocannabinoid signaling,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAI2_ADCY9,3,3,A1
57,gs_ind_0,Salivary secretion,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
58,gs_ind_0,Signaling Pathways,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,FGF6_FGFR3,3,3,A1
59,gs_ind_0,Signaling by FGFR,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,FGF6_FGFR3,3,3,A1
60,gs_ind_0,Signaling by NOTCH,1/3,0.5619065047173127,0.6569983747463964,1.786346396965866,MFNG_NOTCH1,3,3,A1
61,gs_ind_0,Signaling by Receptor Tyrosine Kinases,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,FGF6_FGFR3,3,3,A1
62,gs_ind_0,Signaling pathways regulating pluripotency of stem cells,5/9,0.03814432652722226,0.36237110200861145,2.530827067669173,FGF2_FGFR3;WNT3A_FZD2;WNT7B_FZD1;WNT7B_FZD4;WNT3A_FZD1,3,3,A1
63,gs_ind_0,Small cell lung cancer,13/41,0.14099002504681693,0.5534921083230324,1.443752538242859,LAMC2_ITGB1;FN1_ITGA3;LAMA2_ITGA3;LAMA5_ITGB1;LAMB2_ITGB1;LAMA5_ITGA3;LAMB3_ITGA2;LAMB3_ITGA3;LAMC2_ITGA3;LAMB3_ITGB1;LAMB2_ITGA3;LAMC2_ITGA2;FN1_ITGB1,3,3,A1
64,gs_ind_0,TCF dependent signaling in response to WNT,2/4,0.24312357836267656,0.5534921083230324,2.3473473473473474,WNT3A_FZD1;WNT3A_FZD2,3,3,A1
65,gs_ind_0,Th1 and Th2 cell differentiation,1/7,0.8569844816588232,0.8922030220009667,0.8194690265486726,JAG2_NOTCH1,3,3,A1
66,gs_ind_0,Thermogenesis,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
67,gs_ind_0,Thyroid hormone synthesis,1/2,0.42240187214126157,0.5534921083230324,2.511504424778761,GNAS_ADCY9,3,3,A1
68,gs_ind_0,Toxoplasmosis,4/9,0.14254000212899515,0.5534921083230324,2.031972454500738,LAMB3_ITGB1;LAMC2_ITGB1;LAMA5_ITGB1;LAMB2_ITGB1,3,3,A1
69,gs_ind_0,Vascular smooth muscle contraction,1/5,0.7489984785892645,0.8249838314896246,1.1271118262268705,GNAS_ADCY9,3,3,A1
70,gs_ind_0,Vasopressin-regulated water reabsorption,1/1,0.2394957983193277,0.5534921083230324,4.20353982300885,GNAS_ADCY9,3,3,A1
71,gs_ind_0,Vibrio cholerae infection,1/1,0.2394957983193277,0.5534921083230324,4.20353982300885,GNAS_ADCY9,3,3,A1
72,gs_ind_0,Wnt signaling pathway,5/10,0.0623057710988116,0.39460321695914014,2.2798185941043085,WNT3A_FZD2;WNT7B_FZD1;WNT7B_LRP5;WNT7B_FZD4;WNT3A_FZD1,3,3,A1
73,gs_ind_0,Yersinia infection,1/3,0.5619065047173127,0.6569983747463964,1.786346396965866,FN1_ITGB1,3,3,A1
