,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes,group,ordered_group
22,gs_ind_0,Melanogenesis,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
23,gs_ind_0,Morphine addiction,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
24,gs_ind_0,Neuroactive ligand-receptor interaction,2/8,0.09137984944037998,0.16518665091145612,5.106951871657754,CCK_CCKBR;ADCYAP1_ADCYAP1R1,1,1
25,gs_ind_0,Ovarian steroidogenesis,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
26,gs_ind_0,Oxytocin signaling pathway,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
27,gs_ind_0,PI3K-Akt signaling pathway,2/52,0.9468914161959685,0.9468914161959685,0.4458874458874459,FGF9_FGFR3;FGF7_FGFR3,1,1
28,gs_ind_0,Pancreatic secretion,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,GNAS_ADCY1,1,1
29,gs_ind_0,"Parathyroid hormone synthesis, secretion and action",1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
30,gs_ind_0,Pathways in cancer,2/32,0.70157225425561,0.7168238250002972,1.0,FGF9_FGFR3;FGF7_FGFR3,1,1
31,gs_ind_0,Phospholipase D signaling pathway,2/2,0.003997715591090805,0.09394631639063393,18.454545454545453,GNAS_ADCY1;AGT_GRM7,1,1
32,gs_ind_0,Platelet activation,1/5,0.30176839500055086,0.3376932039291879,4.1328671328671325,GNAS_ADCY1,1,1
33,gs_ind_0,Rap1 signaling pathway,3/17,0.08636976656471429,0.16237516114166287,3.8444444444444446,FGF9_FGFR3;GNAS_ADCY1;FGF7_FGFR3,1,1
34,gs_ind_0,Ras signaling pathway,2/17,0.32541772100483857,0.3556891369122654,2.2467532467532467,FGF9_FGFR3;FGF7_FGFR3,1,1
35,gs_ind_0,Regulation of actin cytoskeleton,2/18,0.3535614481990973,0.37766791057630844,2.1007371007371005,FGF9_FGFR3;FGF7_FGFR3,1,1
36,gs_ind_0,Regulation of lipolysis in adipocytes,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
37,gs_ind_0,Relaxin signaling pathway,1/2,0.13192461450599657,0.1675799157238335,9.36923076923077,GNAS_ADCY1,1,1
38,gs_ind_0,Renin secretion,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,ADCYAP1_ADCYAP1R1,1,1
39,gs_ind_0,Salivary secretion,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,GNAS_ADCY1,1,1
40,gs_ind_0,Signaling Pathways,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,FGF7_FGFR3,1,1
41,gs_ind_0,Signaling by FGFR,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,FGF7_FGFR3,1,1
42,gs_ind_0,Signaling by Receptor Tyrosine Kinases,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,FGF7_FGFR3,1,1
43,gs_ind_0,Thermogenesis,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,GNAS_ADCY1,1,1
44,gs_ind_0,Thyroid hormone synthesis,1/1,0.0679611650485437,0.13309061488673143,15.76923076923077,GNAS_ADCY1,1,1
45,gs_ind_0,Vascular smooth muscle contraction,1/3,0.19208825508478894,0.22019873143866048,6.626373626373627,GNAS_ADCY1,1,1
46,gs_ind_0,cAMP signaling pathway,3/7,0.006125410556748789,0.09596476538906437,10.007407407407408,VIP_ADCYAP1R1;GNAS_ADCY1;ADCYAP1_ADCYAP1R1,1,1
0,gs_ind_0,AMPK signaling pathway,1/2,0.6400152293927279,0.9996739243197189,1.5037037037037038,ADIPOQ_ADIPOR1,2,2
1,gs_ind_0,Adipocytokine signaling pathway,1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,ADIPOQ_ADIPOR1,2,2
2,gs_ind_0,Axon guidance,3/13,0.9520126320793466,0.9996739243197189,0.6094276094276094,SEMA4C_PLXNB2;SEMA4D_PLXNB2;BMP7_BMPR1B,2,2
3,gs_ind_0,Bacterial invasion of epithelial cells,1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,FN1_ITGB1,2,2
4,gs_ind_0,Cytokine-cytokine receptor interaction,3/13,0.9520126320793466,0.9996739243197189,0.6094276094276094,BMP7_BMPR1B;BMP6_BMPR1B;BMP6_BMPR2,2,2
5,gs_ind_0,ECM-receptor interaction,28/34,5.795982537951422e-10,1.564915285246884e-08,4.252818035426731,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1;SPP1_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;COL1A2_ITGAV;THBS1_SDC4;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;THBS2_ITGB1;COL6A1_ITGB1;COL4A1_ITGAV;FN1_ITGB1;LAMA1_ITGB8;FN1_ITGB8;COL4A1_ITGB1;SPP1_ITGAV;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,2,2
6,gs_ind_0,Fibronectin matrix formation,1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,FN1_ITGB1,2,2
7,gs_ind_0,Focal adhesion,27/34,9.42122308386933e-09,8.479100775482397e-08,3.8205897051474262,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1;SPP1_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;COL1A2_ITGAV;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;THBS2_ITGB1;COL6A1_ITGB1;COL4A1_ITGAV;FN1_ITGB1;LAMA1_ITGB8;FN1_ITGB8;COL4A1_ITGB1;SPP1_ITGAV;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,2,2
8,gs_ind_0,Gastric cancer,1/8,0.98577948435664,0.9996739243197189,0.41612200435729846,FGF1_FGFR2,2,2
9,gs_ind_0,Hippo signaling pathway,3/10,0.8426634505492439,0.9996739243197189,0.8095238095238095,BMP7_BMPR1B;BMP6_BMPR1B;BMP6_BMPR2,2,2
10,gs_ind_0,Human papillomavirus infection,27/34,9.42122308386933e-09,8.479100775482397e-08,3.8205897051474262,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1;SPP1_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;COL1A2_ITGAV;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;THBS2_ITGB1;COL6A1_ITGB1;COL4A1_ITGAV;FN1_ITGB1;LAMA1_ITGB8;FN1_ITGB8;COL4A1_ITGB1;SPP1_ITGAV;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,2,2
11,gs_ind_0,Longevity regulating pathway,1/2,0.6400152293927279,0.9996739243197189,1.5037037037037038,ADIPOQ_ADIPOR1,2,2
12,gs_ind_0,MAPK signaling pathway,2/19,0.9996739243197189,0.9996739243197189,0.2742616033755274,FGF1_FGFR3;FGF1_FGFR2,2,2
13,gs_ind_0,Non-alcoholic fatty liver disease,1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,ADIPOQ_ADIPOR1,2,2
14,gs_ind_0,Non-alcoholic fatty liver disease (NAFLD),1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,ADIPOQ_ADIPOR1,2,2
15,gs_ind_0,PI3K-Akt signaling pathway,29/52,0.0007632257587735346,0.004121419097377088,2.3150476190476192,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1;SPP1_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;COL1A2_ITGAV;FGF1_FGFR2;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;FGF1_FGFR3;COL6A2_ITGB1;COL6A1_ITGB1;THBS2_ITGB1;COL4A1_ITGAV;FN1_ITGB1;LAMA1_ITGB8;FN1_ITGB8;COL4A1_ITGB1;SPP1_ITGAV;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,2,2
16,gs_ind_0,Pathways in cancer,15/32,0.22113737801161798,0.7165048543689321,1.2867924528301886,LAMC1_ITGB1;FN1_ITGB1;COL4A1_ITGB1;FN1_ITGAV;LAMA4_ITGB1;FGF1_FGFR3;COL4A5_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;FGF1_FGFR2;COL4A1_ITGAV;LAMA5_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1,2,2
17,gs_ind_0,Platelet activation,3/5,0.31055301989365125,0.7165048543689321,1.628099173553719,COL3A1_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1,2,2
18,gs_ind_0,Proteoglycans in cancer,6/11,0.2305618689419926,0.7165048543689321,1.4727495407225963,FN1_ITGAV;HSPG2_ITGB1;FN1_SDC2;FN1_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1,2,2
19,gs_ind_0,Rap1 signaling pathway,2/17,0.9989604283700018,0.9996739243197189,0.3128390596745027,FGF1_FGFR3;FGF1_FGFR2,2,2
20,gs_ind_0,Ras signaling pathway,2/17,0.9989604283700018,0.9996739243197189,0.3128390596745027,FGF1_FGFR3;FGF1_FGFR2,2,2
21,gs_ind_0,Regulation of actin cytoskeleton,5/18,0.9236313257844071,0.9996739243197189,0.696408737504628,FN1_ITGAV;FGF1_FGFR3;FGF1_FGFR2;FN1_ITGB1;FN1_ITGB8,2,2
22,gs_ind_0,Small cell lung cancer,13/15,8.711611813866034e-05,0.0005880337974359573,2.704584040747029,LAMC1_ITGB1;COL4A1_ITGB1;FN1_ITGAV;LAMA4_ITGB1;COL4A5_ITGB1;LAMA4_ITGAV;COL4A5_ITGAV;COL4A1_ITGAV;LAMA5_ITGB1;LAMB2_ITGB1;LAMC3_ITGB1;FN1_ITGB1;LAMB3_ITGB1,2,2
23,gs_ind_0,TGF-beta signaling pathway,3/9,0.775996260281963,0.9996739243197189,0.9043062200956937,RGMA_BMPR1B;BMP6_BMPR1B;BMP6_BMPR2,2,2
24,gs_ind_0,Toxoplasmosis,6/7,0.015204682103598174,0.06842106946619178,2.355868544600939,LAMC1_ITGB1;LAMA4_ITGB1;LAMA5_ITGB1;LAMC3_ITGB1;LAMB2_ITGB1;LAMB3_ITGB1,2,2
25,gs_ind_0,Yersinia infection,1/1,0.3980582524271845,0.7165048543689321,2.5308641975308643,FN1_ITGB1,2,2
26,gs_ind_0,cAMP signaling pathway,1/7,0.9751787363315898,0.9996739243197189,0.4765432098765432,CGA_ADCYAP1R1,2,2
0,gs_ind_0,Axon guidance,1/13,0.9919403300658345,0.9993519294796682,0.3408662900188324,SEMA4D_PLXNB2,3,3
1,gs_ind_0,Bacterial invasion of epithelial cells,1/1,0.29126213592233013,0.5560458958517212,3.4745762711864407,FN1_ITGB1,3,3
2,gs_ind_0,Cytokine-cytokine receptor interaction,1/13,0.9919403300658345,0.9993519294796682,0.3408662900188324,BMP6_BMPR2,3,3
3,gs_ind_0,ECM-receptor interaction,23/34,3.891283489454053e-09,8.171695327853512e-08,6.312077294685991,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMB2_ITGB1;SPP1_ITGB1;COL4A5_ITGAV;COL1A2_ITGAV;THBS1_SDC4;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;COL6A1_ITGB1;THBS2_ITGB1;FN1_ITGB1;FN1_ITGB8;SPP1_ITGAV;COL4A1_ITGB1;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,3,3
4,gs_ind_0,Fibronectin matrix formation,1/1,0.29126213592233013,0.5560458958517212,3.4745762711864407,FN1_ITGB1,3,3
5,gs_ind_0,Focal adhesion,22/34,5.8789625214056325e-08,4.115273764983943e-07,5.332480818414322,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMB2_ITGB1;SPP1_ITGB1;COL4A5_ITGAV;COL1A2_ITGAV;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;COL6A1_ITGB1;THBS2_ITGB1;FN1_ITGB1;FN1_ITGB8;SPP1_ITGAV;COL4A1_ITGB1;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,3,3
6,gs_ind_0,Gastric cancer,1/8,0.9434639478217808,0.9993519294796682,0.5712861415752741,FGF1_FGFR2,3,3
7,gs_ind_0,Hippo signaling pathway,1/10,0.9736629364992841,0.9993519294796682,0.45278450363196127,BMP6_BMPR2,3,3
8,gs_ind_0,Human papillomavirus infection,22/34,5.8789625214056325e-08,4.115273764983943e-07,5.332480818414322,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMB2_ITGB1;SPP1_ITGB1;COL4A5_ITGAV;COL1A2_ITGAV;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;COL6A1_ITGB1;THBS2_ITGB1;FN1_ITGB1;FN1_ITGB8;SPP1_ITGAV;COL4A1_ITGB1;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,3,3
9,gs_ind_0,MAPK signaling pathway,1/19,0.9993519294796682,0.9993519294796682,0.22033898305084745,FGF1_FGFR2,3,3
10,gs_ind_0,PI3K-Akt signaling pathway,23/52,0.0005961396396046018,0.0031297331079241596,3.0736507936507937,LAMC1_ITGB1;COL6A3_ITGB1;COL4A5_ITGB1;COL9A2_ITGB1;LAMB2_ITGB1;SPP1_ITGB1;COL4A5_ITGAV;COL1A2_ITGAV;FGF1_FGFR2;COL9A3_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1;LAMA4_ITGB1;COL6A2_ITGB1;COL6A1_ITGB1;THBS2_ITGB1;FN1_ITGB1;FN1_ITGB8;SPP1_ITGAV;COL4A1_ITGB1;FN1_ITGAV;LAMA5_ITGB1;COL1A1_ITGAV,3,3
11,gs_ind_0,Pathways in cancer,10/32,0.46155845732866574,0.807727300325165,1.1268292682926828,LAMC1_ITGB1;FN1_ITGB1;COL4A1_ITGB1;FN1_ITGAV;LAMA4_ITGB1;COL4A5_ITGB1;COL4A5_ITGAV;FGF1_FGFR2;LAMA5_ITGB1;LAMB2_ITGB1,3,3
12,gs_ind_0,Platelet activation,3/5,0.1463624489233618,0.38420142842382476,2.2793388429752066,COL3A1_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1,3,3
13,gs_ind_0,Proteoglycans in cancer,6/11,0.057850071805775935,0.2024752513202158,2.133984028393966,FN1_ITGAV;HSPG2_ITGB1;FN1_SDC2;FN1_ITGB1;COL1A2_ITGB1;COL1A1_ITGB1,3,3
14,gs_ind_0,Rap1 signaling pathway,1/17,0.998461884576745,0.9993519294796682,0.2513317191283293,FGF1_FGFR2,3,3
15,gs_ind_0,Ras signaling pathway,1/17,0.998461884576745,0.9993519294796682,0.2513317191283293,FGF1_FGFR2,3,3
16,gs_ind_0,Regulation of actin cytoskeleton,4/18,0.8400378786197024,0.9993519294796682,0.7848036715961244,FN1_ITGB1;FGF1_FGFR2;FN1_ITGB8;FN1_ITGAV,3,3
17,gs_ind_0,Small cell lung cancer,9/15,0.007230214682192161,0.03036690166520708,2.522880720180045,LAMC1_ITGB1;COL4A1_ITGB1;FN1_ITGAV;LAMA4_ITGB1;COL4A5_ITGB1;COL4A5_ITGAV;LAMA5_ITGB1;LAMB2_ITGB1;FN1_ITGB1,3,3
18,gs_ind_0,TGF-beta signaling pathway,2/9,0.8006360265294374,0.9993519294796682,0.8725761772853186,RGMA_BMPR1B;BMP6_BMPR2,3,3
19,gs_ind_0,Toxoplasmosis,4/7,0.10721822654328945,0.3216546796298684,2.1849056603773587,LAMA4_ITGB1;LAMC1_ITGB1;LAMB2_ITGB1;LAMA5_ITGB1,3,3
20,gs_ind_0,Yersinia infection,1/1,0.29126213592233013,0.5560458958517212,3.4745762711864407,FN1_ITGB1,3,3
0,gs_ind_0,Adrenergic signaling in cardiomyocytes,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
1,gs_ind_0,Alcoholism,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,BDNF_NTRK2,4,4
2,gs_ind_0,Aldosterone synthesis and secretion,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
3,gs_ind_0,Amoebiasis,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
4,gs_ind_0,Axon guidance,4/13,0.008349466012880266,0.16273693943596854,6.703703703703703,EFNB2_EPHB6;SEMA4A_PLXNB1;SEMA4A_PLXNB2;EFNB3_EPHB6,4,4
5,gs_ind_0,Bile secretion,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
6,gs_ind_0,Calcium signaling pathway,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
7,gs_ind_0,Chagas disease,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
8,gs_ind_0,Chagas disease (American trypanosomiasis),1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
9,gs_ind_0,Circadian entrainment,1/3,0.21733549711338923,0.24519902238433658,5.742857142857143,GNAS_ADCY1,4,4
10,gs_ind_0,Cortisol synthesis and secretion,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
11,gs_ind_0,Cushing syndrome,1/3,0.21733549711338923,0.24519902238433658,5.742857142857143,GNAS_ADCY1,4,4
12,gs_ind_0,Dilated cardiomyopathy (DCM),1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
13,gs_ind_0,Endocrine resistance,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
14,gs_ind_0,Estrogen signaling pathway,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
15,gs_ind_0,Gap junction,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
16,gs_ind_0,Gastric acid secretion,2/3,0.01535756088458646,0.16273693943596854,11.043956043956044,GNAS_ADCY1;SST_SSTR2,4,4
17,gs_ind_0,Glutamatergic synapse,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
18,gs_ind_0,GnRH signaling pathway,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
19,gs_ind_0,"Growth hormone synthesis, secretion and action",2/3,0.01535756088458646,0.16273693943596854,11.043956043956044,GNAS_ADCY1;SST_SSTR2,4,4
20,gs_ind_0,Human cytomegalovirus infection,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
21,gs_ind_0,Inflammatory mediator regulation of TRP channels,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
22,gs_ind_0,Insulin secretion,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
23,gs_ind_0,MAPK signaling pathway,1/19,0.8166437796346356,0.8356354954400923,0.8666666666666667,BDNF_NTRK2,4,4
24,gs_ind_0,Melanogenesis,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
25,gs_ind_0,Morphine addiction,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
26,gs_ind_0,Neuroactive ligand-receptor interaction,2/8,0.11696742839292099,0.18334496689722277,4.321266968325792,CORT_SSTR2;SST_SSTR2,4,4
27,gs_ind_0,Neurotrophin signaling pathway,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,BDNF_NTRK2,4,4
28,gs_ind_0,Ovarian steroidogenesis,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
29,gs_ind_0,Oxytocin signaling pathway,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
30,gs_ind_0,PI3K-Akt signaling pathway,1/52,0.9973218470881219,0.9973218470881219,0.1961904761904762,BDNF_NTRK2,4,4
31,gs_ind_0,Pancreatic secretion,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
32,gs_ind_0,"Parathyroid hormone synthesis, secretion and action",1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
33,gs_ind_0,Phospholipase D signaling pathway,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
34,gs_ind_0,Platelet activation,1/5,0.33813462442760556,0.3719480868703661,3.581818181818182,GNAS_ADCY1,4,4
35,gs_ind_0,Rap1 signaling pathway,1/17,0.7768341706841803,0.8138262740500936,0.9885714285714285,GNAS_ADCY1,4,4
36,gs_ind_0,Ras signaling pathway,1/17,0.7768341706841803,0.8138262740500936,0.9885714285714285,BDNF_NTRK2,4,4
37,gs_ind_0,Regulation of lipolysis in adipocytes,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
38,gs_ind_0,Relaxin signaling pathway,1/2,0.150009518370455,0.18334496689722277,8.12,GNAS_ADCY1,4,4
39,gs_ind_0,Salivary secretion,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
40,gs_ind_0,Thermogenesis,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
41,gs_ind_0,Thyroid hormone synthesis,1/1,0.07766990291262135,0.16273693943596854,13.666666666666666,GNAS_ADCY1,4,4
42,gs_ind_0,Vascular smooth muscle contraction,1/3,0.21733549711338923,0.24519902238433658,5.742857142857143,GNAS_ADCY1,4,4
43,gs_ind_0,cAMP signaling pathway,2/7,0.09137984944037998,0.18275969888075996,4.948717948717949,GNAS_ADCY1;SST_SSTR2,4,4
0,gs_ind_0,Axon guidance,2/13,0.11850993208972528,0.17497073807894784,4.788359788359788,EFNB2_EPHB6;EFNB3_EPHB6,5,5
1,gs_ind_0,Gastric acid secretion,1/3,0.13997659046315827,0.17497073807894784,9.571428571428571,SST_SSTR2,5,5
2,gs_ind_0,"Growth hormone synthesis, secretion and action",1/3,0.13997659046315827,0.17497073807894784,9.571428571428571,SST_SSTR2,5,5
3,gs_ind_0,Neuroactive ligand-receptor interaction,3/8,0.0029328575347540463,0.01466428767377023,15.729411764705882,CCK_CCKBR;CORT_SSTR2;SST_SSTR2,5,5
4,gs_ind_0,cAMP signaling pathway,1/7,0.30176839500055086,0.30176839500055086,4.288888888888889,SST_SSTR2,5,5
