,cluster,pvals_adj,logfoldchanges,names,sample
192,2,3.87814785569825e-203,36.745846,TGM2_ITGB1,151507
193,2,5.833970766744759e-196,40.135395,COL18A1_ITGB1,151507
194,2,1.0570226979695557e-194,40.217594,COL4A1_ITGAV,151507
195,2,4.445689377880618e-193,32.985447,TGM2_SDC4,151507
196,2,1.1698613972890886e-191,79.8865,HLA-B_CANX,151507
197,2,9.339656740949734e-188,29.42372,LAMC1_ITGAV,151507
198,2,1.3869182114820102e-176,28.636591,CDH1_PTPRF,151507
199,2,9.404600238416974e-171,13.41225,CXCL10_SDC4,151507
200,2,1.9479770323553315e-165,13.260994,CDH1_IGF1R,151507
201,2,8.068137838505847e-165,77.31001,APP_RPSA,151507
202,2,2.6678713694405446e-153,21.16365,IGFBP4_LRP6,151507
203,2,2.8453855910722936e-153,82.592064,LAMB2_RPSA,151507
204,2,1.6637417576652788e-141,44.351124,CALR_ITGAV,151507
205,2,7.620500497590188e-141,12.275095,CGA_ADCYAP1R1,151507
206,2,1.7531208794449565e-132,11.090371,COL18A1_ITGA3,151507
207,2,4.550990813749483e-131,11.519045,GDF9_BMPR2,151507
208,2,1.0895916247463708e-129,14.168111,COL18A1_GPC1,151507
209,2,7.77387951699477e-126,6.993688,INHBA_SMAD3,151507
210,2,1.8422118502004793e-120,17.048698,COL18A1_ITGB5,151507
211,2,2.1544314619000404e-119,23.764627,LAMA2_RPSA,151507
212,2,5.949037314294921e-118,21.875027,MFGE8_ITGAV,151507
213,2,1.5968507773313716e-110,15.884304,RGMA_BMPR2,151507
214,2,2.9701170208910766e-89,14.681743,L1CAM_ITGAV,151507
215,2,2.927609335867726e-72,9.529091,CCL5_SDC4,151507
216,2,1.0841057454524665e-66,18.920404,PTMA_VIPR1,151507
217,2,1.0455867362323504e-65,15.463604,APP_LRP6,151507
218,2,2.0321391867027992e-63,14.344423,RELN_ITGB1,151507
219,2,1.545292853449619e-60,6.2418923,ADAM12_SDC4,151507
220,2,4.5951301210710154e-60,12.82527,ADAM10_TSPAN5,151507
221,2,2.8364139042922093e-56,6.8914447,NID1_PTPRF,151507
222,2,3.752082979303122e-56,6.5159965,FGF2_SDC4,151507
223,2,6.070271564928757e-52,7.0534825,VCAM1_EZR,151507
224,2,2.1051496542405846e-47,8.72031,PRND_RPSA,151507
226,2,3.34100884405913e-42,6.0791545,ADAM10_TSPAN14,151507
227,2,1.5222543641140676e-37,5.87338,BMP7_BMPR2,151507
228,2,1.9910644515613663e-34,13.128703,APP_NOTCH2,151507
230,2,5.116280374469538e-24,44.114143,CALM1_GRM3,151507
231,2,6.307088434881397e-23,5.1528354,ADM2_RAMP1,151507
233,2,6.733289568910336e-20,7.4391494,BMP8B_BMPR2,151507
234,2,3.416243466885076e-12,7.831561,EFNA1_EPHB6,151507
235,2,1.0429093961011471e-09,5.20334,S100A1_RYR2,151507
238,2,2.7239715851589385e-05,5.2345176,NCAM1_PTPRA,151507
362,3,0.0,6.3343287,ADM_RAMP1,151507
363,3,0.0,12.242764,ADCYAP1_VIPR1,151507
364,3,0.0,6.8449855,HEBP1_GRM7,151507
365,3,0.0,28.615963,CALM3_GRM7,151507
366,3,0.0,8.140978,PTHLH_VIPR1,151507
367,3,0.0,28.753313,CALM2_GRM7,151507
368,3,0.0,27.381697,CALM1_GRM7,151507
370,3,0.0,15.070524,EFNA5_EPHA4,151507
372,3,0.0,5.2912717,BMP8A_BMPR2,151507
374,3,0.0,22.974651,APP_GRM7,151507
376,3,0.0,12.481634,SST_GRM7,151507
377,3,7.922106187703048e-301,5.292384,WNT2_FZD3,151507
378,3,9.069994499605631e-296,6.8498406,CRH_VIPR1,151507
379,3,2.1663151863932742e-272,5.279071,C3_GRM7,151507
380,3,2.3613848380137609e-271,29.88297,CALM3_GRM5,151507
381,3,9.311045679680419e-261,6.0593596,VIP_VIPR1,151507
383,3,1.6715015606502167e-252,20.231094,CALM1_VIPR1,151507
384,3,1.9489633833418264e-247,28.340998,CALM2_GRM5,151507
385,3,1.8797064846536183e-237,7.0004597,SLIT2_GPC1,151507
386,3,2.444025917881388e-237,18.690407,GNAS_VIPR1,151507
387,3,3.723396192093111e-235,25.34099,CALM1_GRM5,151507
388,3,2.1730771229196525e-232,7.6006756,NGF_BEX3,151507
390,3,7.815396774046015e-221,22.744543,GNAS_ADCY1,151507
392,3,6.892974084045046e-196,17.000547,BDNF_BEX3,151507
395,3,1.504292321376065e-162,27.503138,RIMS1_SLC17A7,151507
397,3,2.6594838990139276e-152,11.278292,ARF1_CHRM3,151507
399,3,9.58184729318307e-143,11.878839,EFNA5_EPHB6,151507
400,3,4.22572715685904e-134,12.583559,SPTBN2_PTPRA,151507
402,3,3.635046425843557e-131,12.348269,SPTAN1_PTPRA,151507
403,3,2.019673920121406e-124,7.9130745,CALM1_GRM3,151507
404,3,1.4696262181899358e-121,8.703802,BDNF_NTRK2,151507
407,3,5.503347189081396e-107,12.910301,EFNA3_EPHB6,151507
410,3,5.293855106286387e-103,5.254214,FGF9_FGFR3,151507
413,3,7.282855227371643e-76,6.3394337,ADCYAP1_RAMP2,151507
414,3,1.718792741251974e-74,10.104395,APP_GPC1,151507
421,3,3.858366541514391e-53,25.80465,CALM3_RYR2,151507
424,3,1.304888905167967e-39,22.093279,CALM1_RYR2,151507
427,3,4.16571443488562e-34,13.094921,EFNB3_EPHB6,151507
445,3,6.537781527709057e-10,7.3535566,CALM1_PTPRA,151507
543,4,0.0,37.359142,ARF1_CHRM3,151507
544,4,0.0,11.000579,CFC1_SMAD3,151507
545,4,0.0,13.9714985,VIP_VIPR1,151507
546,4,0.0,13.326455,WNT2_FZD3,151507
547,4,0.0,9.567177,WNT5A_FZD3,151507
548,4,0.0,19.295658,NCAM1_ROBO1,151507
549,4,6.55289327865645e-305,10.218079,PTHLH_RAMP2,151507
550,4,6.467332551259956e-294,9.806635,SLIT2_ROBO1,151507
552,4,1.836688241237008e-274,12.655932,SLIT1_ROBO1,151507
553,4,9.976304380686386e-271,10.01152,PTHLH_VIPR1,151507
554,4,5.885150953277241e-270,6.7681894,SLIT3_ROBO1,151507
556,4,5.67846153849247e-262,14.686625,ADCYAP1_VIPR1,151507
557,4,1.6257347408078004e-258,13.475378,RGMB_BMPR2,151507
558,4,6.269769081310652e-253,8.386767,PTHLH_ADCYAP1R1,151507
559,4,9.085756676679138e-232,32.064625,CALM1_GRM5,151507
560,4,3.800714124516626e-230,7.406904,BMP8B_BMPR2,151507
561,4,1.025670681122608e-228,14.939847,SST_GRM7,151507
562,4,1.762455298780114e-210,7.762443,MTMR4_SMAD3,151507
563,4,1.494076515518096e-208,13.050369,ADCYAP1_RAMP2,151507
564,4,3.311450705419662e-197,8.119289,SEMA6D_PLXNA1,151507
565,4,1.7662030565592065e-191,12.544876,VIP_RAMP2,151507
566,4,1.2244340460640924e-188,31.030787,CALM3_GRM5,151507
567,4,6.125485742237622e-182,12.439084,GNAI2_CHRM1,151507
568,4,5.947646732125642e-180,7.6157546,CRH_VIPR1,151507
569,4,1.6418429308313024e-170,15.926765,VIP_RAMP1,151507
571,4,7.420155360490488e-168,16.471989,SPTBN2_PTPRA,151507
573,4,6.501729997910925e-160,7.2832065,ADAM10_TSPAN14,151507
574,4,5.900415017035382e-158,6.172309,NPY_GRM7,151507
575,4,2.1282821813936837e-157,28.52114,CALM2_GRM5,151507
576,4,3.8274847292812025e-157,7.574607,FGF17_FGFR3,151507
577,4,7.410620969268512e-155,10.351116,SLIT2_GPC1,151507
578,4,1.0261764416372704e-153,19.976776,GNAI2_CNR1,151507
579,4,1.0440434880076723e-150,10.364591,FGF13_FGFR3,151507
581,4,5.0285184327614916e-141,8.874351,L1CAM_ITGAV,151507
582,4,1.112719730995353e-139,9.332299,VIP_ADCYAP1R1,151507
583,4,1.0884706695045632e-138,9.637184,FGF14_FGFR3,151507
584,4,7.950605674771643e-135,7.090559,GNAI2_IGF1R,151507
585,4,5.912116027545842e-132,5.4967656,SHH_GPC1,151507
586,4,5.44522810572913e-131,10.5171995,ADCYAP1_ADCYAP1R1,151507
587,4,7.459929197609604e-119,11.454252,NCAM1_PTPRA,151507
588,4,1.956237717087643e-107,22.603628,GNAS_ADCY1,151507
589,4,3.715897520568606e-107,15.554769,APP_GPC1,151507
591,4,4.664351651844162e-103,18.770863,CALM1_VIPR1,151507
593,4,7.874566931073764e-101,7.0565925,GNB3_GABBR2,151507
595,4,1.3375446193035318e-94,7.0086966,FGF9_FGFR3,151507
596,4,9.194481241876964e-92,14.110222,SPTAN1_PTPRA,151507
597,4,7.54878321495203e-90,16.964415,GNAS_VIPR1,151507
598,4,5.849222183823941e-84,5.651974,EFNB2_GRM5,151507
600,4,1.979683839216077e-80,16.56933,EFNB3_EPHB6,151507
601,4,2.7940818663845396e-79,6.724322,GNAI2_ADCY1,151507
602,4,3.867326201931138e-79,9.28185,SLIT1_GPC1,151507
604,4,1.3159823056167107e-62,14.5720625,CALM1_PTPRA,151507
605,4,1.5580660488147523e-57,5.8511624,NGF_BEX3,151507
606,4,4.072513628752161e-55,11.919733,EFNA3_EPHB6,151507
610,4,1.6558543611713585e-45,15.062481,CALM1_GRM7,151507
614,4,1.3701696707816133e-37,13.214321,APP_GRM7,151507
615,4,1.529609335848053e-35,14.796901,CALM3_GRM7,151507
623,4,1.5164860984645435e-23,12.904389,CALM2_GRM7,151507
630,4,2.8969553863569107e-16,5.0555315,BDNF_NTRK2,151507
632,4,5.451694289643055e-13,8.30039,BDNF_BEX3,151507
639,4,6.076022256443562e-08,5.8851514,EFNA5_EPHA4,151507
724,5,0.0,156.12778,CALM1_ADCYAP1R1,151507
725,5,0.0,57.080067,RELN_ITGB1,151507
726,5,0.0,36.26918,RELN_ITGA3,151507
727,5,0.0,17.847551,TFPI_SDC4,151507
728,5,0.0,27.271526,FGF2_SDC4,151507
729,5,0.0,28.105251,CTF1_IL6ST,151507
730,5,0.0,28.74475,CRH_ADCYAP1R1,151507
731,5,0.0,48.77845,LAMA1_RPSA,151507
732,5,0.0,85.552025,HSP90AA1_FGFR3,151507
733,5,0.0,15.764197,POMC_RAMP2,151507
734,5,0.0,62.49647,GNAI2_CNR1,151507
735,5,0.0,17.789078,LAMA1_GPC1,151507
736,5,0.0,27.084349,TCN2_CNR1,151507
737,5,0.0,24.08947,COL18A1_ITGB5,151507
738,5,0.0,27.002008,VIP_ADCYAP1R1,151507
739,5,0.0,17.3183,CCL5_SDC4,151507
740,5,0.0,19.266987,HRAS_SDC2,151507
741,5,0.0,82.783714,LAMB2_RPSA,151507
742,5,0.0,19.808413,CRH_RAMP2,151507
743,5,0.0,17.754726,BMP7_BMPR2,151507
744,5,0.0,7.2734537,RLN2_ADCYAP1R1,151507
745,5,0.0,34.802338,APP_NOTCH2,151507
746,5,0.0,6.667041,GDF5_BMPR2,151507
747,5,0.0,35.88234,CALR_ITGAV,151507
748,5,0.0,5.839623,RLN2_RAMP2,151507
749,5,0.0,18.760601,AGT_GRM7,151507
750,5,0.0,16.289959,FGF17_FGFR3,151507
751,5,0.0,26.958475,FGF13_FGFR3,151507
752,5,0.0,22.129175,MFGE8_ITGAV,151507
753,5,0.0,22.685894,MDK_SDC4,151507
754,5,0.0,8.704606,BMP7_ACVR2A,151507
755,5,0.0,15.295256,COL4A1_ITGAV,151507
756,5,0.0,15.28597,COL18A1_ITGB1,151507
757,5,0.0,35.271206,COL1A1_ITGAV,151507
758,5,0.0,19.403282,ADCYAP1_ADCYAP1R1,151507
759,5,0.0,15.021125,TGM2_SDC4,151507
760,5,0.0,34.863285,COL1A2_ITGAV,151507
761,5,0.0,18.928259,VIP_RAMP2,151507
762,5,0.0,9.355828,COL18A1_ITGA3,151507
763,5,0.0,14.248993,GAS6_AXL,151507
764,5,0.0,13.450207,IGFBP4_LRP6,151507
765,5,0.0,5.8773403,ADM2_ADCYAP1R1,151507
766,5,0.0,13.635421,NTF3_NTRK2,151507
767,5,0.0,13.481643,COL18A1_GPC1,151507
768,5,0.0,9.913977,VCAM1_EZR,151507
769,5,0.0,9.626862,CALCB_RAMP1,151507
770,5,0.0,6.2931333,GPC3_IGF1R,151507
771,5,0.0,22.830086,VIP_RAMP1,151507
772,5,0.0,9.7986355,COL4A1_ITGB1,151507
773,5,0.0,7.676557,TGM2_ITGB1,151507
774,5,0.0,15.905532,FGF14_FGFR3,151507
776,5,0.0,13.231759,COL6A1_ITGB1,151507
777,5,0.0,19.669075,COL1A1_ITGB1,151507
778,5,0.0,31.484125,AZGP1_ITGAV,151507
779,5,0.0,12.267271,SPP1_ITGAV,151507
780,5,0.0,6.382289,TGFB1_SMAD3,151507
781,5,0.0,17.187866,SAA1_GRM7,151507
783,5,1.3463575806292732e-298,36.88717,HLA-B_CANX,151507
784,5,6.753151537985675e-296,5.827211,ADM2_RAMP1,151507
785,5,6.923206483533148e-295,17.79198,GNAI2_ADCY1,151507
786,5,9.016379774256525e-288,15.106127,PRND_RPSA,151507
787,5,4.881971018784656e-250,5.8806906,LAMC1_ITGAV,151507
788,5,1.0903635851592909e-218,11.610632,ADCYAP1_RAMP2,151507
795,5,5.230182420279207e-141,20.457254,CALM1_PTPRA,151507
796,5,6.641091911423742e-126,5.5087967,NID1_PTPRF,151507
797,5,2.9117787805217285e-48,6.9087777,FGF12_FGFR3,151507
905,6,3.7971453147352955e-146,24.97864,VIP_RAMP1,151507
906,6,1.2537882572501047e-144,21.936264,SAA1_GRM7,151507
907,6,4.186025637271754e-143,18.315453,VIP_RAMP2,151507
908,6,1.3340542742636914e-142,17.985193,AGT_GRM7,151507
909,6,1.4423171042329252e-133,18.222162,TCN2_CNR1,151507
910,6,3.292881653037344e-132,14.458532,CRH_RAMP2,151507
911,6,1.5385192881001447e-129,18.954018,VIP_ADCYAP1R1,151507
912,6,2.228937051097154e-121,19.291376,RELN_ITGA3,151507
913,6,1.2010664472182401e-120,36.467865,GNAI2_CNR1,151507
914,6,1.2620881767702657e-113,6.099677,GPC3_IGF1R,151507
915,6,7.018178954391339e-113,15.388381,CRH_ADCYAP1R1,151507
916,6,1.1787804598956813e-104,56.070625,CALM1_ADCYAP1R1,151507
917,6,5.910933201161251e-103,26.396471,RELN_ITGB1,151507
918,6,2.96811218437955e-91,10.61682,NTF3_NTRK2,151507
919,6,9.376196176403144e-90,5.3745584,BMP7_ACVR2A,151507
920,6,5.288952923239617e-87,6.1790466,POMC_RAMP2,151507
921,6,3.468718912860162e-86,12.873462,MFGE8_ITGAV,151507
922,6,1.7144791079268698e-82,13.027029,FGF13_FGFR3,151507
923,6,1.8490255996396538e-82,19.363659,APP_NOTCH2,151507
924,6,5.81690101282283e-82,10.769808,FGF2_SDC4,151507
925,6,4.144097672524449e-81,5.7665734,TFPI_SDC4,151507
926,6,2.029732971812369e-79,7.3601484,PTHLH_ADCYAP1R1,151507
927,6,2.5347426473045786e-78,5.2128496,BMP2_BMPR2,151507
928,6,1.4827842040480334e-75,7.1141486,PTHLH_RAMP2,151507
929,6,3.5157475695966375e-69,28.78888,HSP90AA1_FGFR3,151507
931,6,1.5625313280987146e-68,8.211828,BMP7_BMPR2,151507
933,6,2.870717246779098e-65,10.786387,ADCYAP1_ADCYAP1R1,151507
935,6,1.4135673247861243e-59,7.4757485,FGF17_FGFR3,151507
936,6,6.981639932660371e-59,6.806512,GAS6_AXL,151507
938,6,3.5808430154248506e-57,11.015243,CALR_ITGAV,151507
940,6,6.407721081803116e-55,9.498834,ADCYAP1_RAMP2,151507
941,6,9.615020028132426e-51,5.0520263,TGM2_SDC4,151507
942,6,2.570596366868336e-50,7.607628,COL18A1_ITGB5,151507
943,6,2.556859675585871e-45,10.560473,PRND_RPSA,151507
944,6,3.5508530841362124e-45,6.4819355,COL18A1_GPC1,151507
946,6,1.2466910671048674e-44,12.410318,LAMA1_RPSA,151507
955,6,2.6038922325133257e-34,16.351871,LAMB2_RPSA,151507
959,6,4.011339217903084e-30,6.50445,COL1A1_ITGAV,151507
960,6,3.8549174988549363e-29,8.002122,COL1A2_ITGAV,151507
968,6,1.8146595371214714e-22,5.828227,FGF14_FGFR3,151507
973,6,2.8897711993129744e-20,6.388836,FGF12_FGFR3,151507
1086,7,1.7874465957387667e-55,254.61331,EDIL3_ITGAV,151507
1087,7,1.7874465957387667e-55,302.342,SPP1_ITGAV,151507
1088,7,1.7874465957387667e-55,68.90608,LAMC1_ITGAV,151507
1089,7,1.7874465957387667e-55,185.24654,COL1A2_ITGAV,151507
1090,7,1.7874465957387667e-55,368.2296,CALM2_AQP1,151507
1091,7,1.7874465957387667e-55,189.01295,COL1A1_ITGAV,151507
1092,7,1.7874465957387667e-55,70.73959,TGM2_ITGB1,151507
1093,7,1.7874465957387667e-55,75.492874,COL18A1_ITGB1,151507
1094,7,1.7874465957387667e-55,170.14877,CALM1_GRM3,151507
1095,7,1.8898679613358872e-55,102.29826,CALR_ITGAV,151507
1096,7,1.8898679613358872e-55,97.98574,COL6A1_ITGB1,151507
1097,7,1.940837477360932e-55,334.15036,CALM1_AQP1,151507
1098,7,2.288089509658498e-55,143.21463,APP_RPSA,151507
1099,7,2.288089509658498e-55,175.66356,COL1A1_ITGB1,151507
1100,7,4.0233939965232526e-55,67.823006,COL4A1_ITGAV,151507
1101,7,4.062545622432422e-55,49.39978,TGM2_SDC4,151507
1102,7,4.976433258245996e-55,130.2884,AZGP1_ITGAV,151507
1103,7,6.388513245874268e-55,36.04603,ADAM10_TSPAN5,151507
1104,7,9.962616624696041e-55,63.519634,COL4A1_ITGB1,151507
1105,7,1.1918664956775477e-54,31.40612,BMP8B_BMPR2,151507
1106,7,4.0359522750964615e-54,42.573536,MFGE8_ITGAV,151507
1107,7,4.819882146529899e-54,22.65433,ADAM12_SDC4,151507
1108,7,9.349385606269421e-54,66.10632,MDK_SDC4,151507
1109,7,3.9516707674719585e-53,31.960398,IGFBP4_LRP6,151507
1110,7,4.622939760626638e-53,93.355675,HLA-B_CANX,151507
1111,7,4.857507318138472e-53,28.697935,GNAI2_IGF1R,151507
1112,7,1.7820943611389836e-52,18.721718,COL18A1_ITGA3,151507
1113,7,9.811500808528263e-52,36.174232,APP_LRP6,151507
1114,7,4.0760976382177355e-51,18.196098,GDF9_BMPR2,151507
1115,7,1.0552254524586794e-50,36.18263,LAMA2_RPSA,151507
1116,7,1.3853647593234047e-50,24.953327,RGMA_BMPR2,151507
1117,7,4.2606324380965e-49,16.235199,CDH1_IGF1R,151507
1118,7,2.6218485067935636e-46,32.000668,PTMA_VIPR1,151507
1119,7,6.2197442562903676e-46,22.92739,BMP7_BMPR2,151507
1120,7,8.518048075540483e-46,90.30663,LAMB2_RPSA,151507
1121,7,4.465602967017352e-45,12.524956,GDF7_BMPR2,151507
1122,7,9.555151618474435e-44,39.74967,APP_NOTCH2,151507
1123,7,3.717730469115579e-42,16.701921,COL18A1_GPC1,151507
1124,7,1.2996743223471318e-41,5.834978,APLN_GRM7,151507
1125,7,7.510304101880832e-40,25.306917,NCAM1_ROBO1,151507
1126,7,3.2063559233658593e-34,27.17465,NCAM1_PTPRA,151507
1127,7,1.3513552466414058e-33,8.445756,CXCL10_SDC4,151507
1128,7,6.16647603269062e-33,17.799429,COL18A1_ITGB5,151507
1129,7,3.475509265930261e-31,13.202663,L1CAM_ITGAV,151507
1130,7,5.570854843207036e-28,9.407235,ADAM10_TSPAN14,151507
1131,7,8.539616198182993e-28,33.16775,RELN_ITGB1,151507
1132,7,1.3266483773952462e-24,12.3271675,FGF2_SDC4,151507
1134,7,1.0893643737924523e-19,5.4127717,CGA_ADCYAP1R1,151507
1135,7,3.973742200420895e-15,12.000839,S100A1_RYR2,151507
1136,7,7.009198792427683e-15,6.7640667,CDH1_PTPRF,151507
0,1,0.0,74.41107,RIMS1_SLC17A7,151508
1,1,0.0,17.887468,NRG1_GPC1,151508
2,1,0.0,74.48946,CALM3_RYR2,151508
3,1,0.0,68.45233,CALM1_RYR2,151508
4,1,0.0,19.612173,SLIT1_GPC1,151508
5,1,0.0,53.201378,CALM1_GRM3,151508
6,1,0.0,9.291355,SHH_GPC1,151508
7,1,0.0,38.688118,ARF1_CHRM3,151508
8,1,6.4939996498435074e-229,11.308275,ADAM10_TSPAN5,151508
10,1,1.838731814154585e-182,9.984798,GNB3_GABBR2,151508
11,1,4.285069996944638e-165,12.131909,EFNB2_GRM5,151508
12,1,4.405562319588457e-133,13.564623,PTMA_VIPR1,151508
14,1,4.213616883106957e-120,28.970457,GNAS_VIPR1,151508
15,1,8.681122394209654e-116,10.491012,S100A1_RYR2,151508
16,1,4.0699404247574834e-109,8.325352,SLIT2_GPC1,151508
17,1,1.0712184012052386e-106,6.06476,HSPA4_TLR4,151508
18,1,2.467052146287218e-97,6.9100103,VEGFA_GRIN2B,151508
19,1,2.0276227728916738e-81,26.750053,CALM1_VIPR1,151508
20,1,6.479195026414468e-70,19.538282,BDNF_BEX3,151508
21,1,1.4830364128932705e-67,13.165097,APP_GPC1,151508
26,1,8.518021220836758e-25,30.079884,GNAS_ADCY1,151508
28,1,1.1202288616367348e-15,21.827593,CALM2_GRM5,151508
29,1,4.516923162757179e-15,23.98279,CALM3_GRM5,151508
90,2,0.0,24.150711,BDNF_NTRK2,151508
91,2,4.85853776852489e-302,21.497301,NGF_BEX3,151508
92,2,1.231264111880247e-232,62.079853,CALM1_GRM5,151508
93,2,1.231264111880247e-232,19.561378,VIP_RAMP1,151508
94,2,8.449767066075609e-206,9.162724,WNT2_FZD3,151508
95,2,5.222308135391638e-193,13.457274,TCN2_CNR1,151508
96,2,6.5485344471757725e-183,25.459282,GNAI2_CNR1,151508
97,2,1.980762185382859e-173,27.544615,BDNF_BEX3,151508
98,2,7.977943284397477e-172,52.761215,CALM2_GRM5,151508
99,2,6.332785692194424e-166,52.000042,CALM3_GRM5,151508
100,2,8.191110874145187e-166,5.5384746,IL16_GRIN2B,151508
101,2,5.838248698630567e-160,8.087457,PTHLH_RAMP2,151508
102,2,1.319601805920421e-144,8.859611,PTHLH_ADCYAP1R1,151508
104,2,1.5571158412405246e-136,9.929006,VIP_ADCYAP1R1,151508
105,2,2.732888754289426e-136,10.49919,ADCYAP1_RAMP2,151508
106,2,1.3112099565752482e-134,12.987104,ADCYAP1_ADCYAP1R1,151508
108,2,4.1309907093755887e-122,8.325276,CRH_ADCYAP1R1,151508
109,2,3.6969382293867074e-115,8.316338,VIP_RAMP2,151508
110,2,7.09122513527903e-77,9.187975,GNB3_GABBR2,151508
112,2,7.405558546496012e-75,34.926403,GNAS_ADCY1,151508
113,2,1.665370928847904e-65,5.011491,SEMA6D_PLXNA1,151508
114,2,1.3121399249935604e-64,6.8668647,CRH_RAMP2,151508
115,2,7.461708430934006e-63,5.754711,CRH_RAMP3,151508
116,2,7.661572645663061e-53,5.587219,GNAI2_ADCY1,151508
118,2,2.6749319411506755e-39,6.533306,EFNB2_GRM5,151508
120,2,2.4283035119057275e-32,16.212029,ARF1_CHRM3,151508
144,2,1.6294073814692049e-09,7.4452004,CALM1_RYR2,151508
147,2,2.9072993512357305e-18,5.3886285,CALM3_RYR2,151508
180,3,0.0,206.63565,CALM1_ADCYAP1R1,151508
181,3,0.0,51.878643,CRH_ADCYAP1R1,151508
182,3,0.0,22.44193,LAMA1_SDC4,151508
183,3,0.0,29.799904,LAMA1_GPC1,151508
184,3,0.0,94.12548,GNAI2_CNR1,151508
185,3,0.0,52.506233,S100A1_TLR4,151508
186,3,0.0,67.4082,LAMA1_RPSA,151508
187,3,0.0,47.274128,MFGE8_ITGAV,151508
188,3,0.0,45.208065,VIP_ADCYAP1R1,151508
189,3,0.0,17.119267,COL4A3_ITGAV,151508
190,3,0.0,26.43075,FGF2_SDC4,151508
191,3,0.0,64.18888,CALR_ITGAV,151508
192,3,0.0,32.068863,CRH_RAMP2,151508
193,3,0.0,32.482822,CRH_RAMP3,151508
194,3,0.0,28.470175,VIP_RAMP2,151508
195,3,0.0,28.174128,CXCL12_SDC4,151508
196,3,0.0,30.243198,PTHLH_ADCYAP1R1,151508
197,3,0.0,15.174885,ADM_RAMP2,151508
198,3,0.0,22.978285,LAMA4_ITGAV,151508
199,3,0.0,32.072933,TCN2_CNR1,151508
200,3,0.0,11.837533,CALCB_ADCYAP1R1,151508
201,3,0.0,18.802631,PTHLH_RAMP2,151508
202,3,0.0,14.9337225,POMC_ADCYAP1R1,151508
203,3,0.0,8.85078,CALCB_RAMP2,151508
204,3,0.0,22.231213,FBN1_ITGAV,151508
205,3,0.0,18.471828,ADM_RAMP1,151508
206,3,0.0,35.407795,ADAM15_ITGAV,151508
