,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster,ordered_cluster
12,KEGG_2021_Human,Phospholipase D signaling pathway,7/148,1.394804664522445e-07,1.5664729309252071e-06,0,0,20.919722347970424,330.2249565556344,GRM3;GRM5;GRM7;GNAS;FYN;ADCY1;AGT,1,1
13,KEGG_2021_Human,Human cytomegalovirus infection,8/225,1.510122982568582e-07,1.5748425389643786e-06,0,0,15.811660989781608,248.33643840956776,GNAS;GNB3;CALM3;ITGAV;CALR;ADCY1;CALM1;CALM2,1,1
14,KEGG_2021_Human,Ras signaling pathway,8/232,1.909307265771219e-07,1.858392405350653e-06,0,0,15.312111801242237,236.8991199689825,FGF7;FGF9;GNB3;CALM3;CALM1;NGF;CALM2;FGFR3,1,1
15,KEGG_2021_Human,Aldosterone synthesis and secretion,6/98,2.532060573247528e-07,2.3105052730883694e-06,0,0,26.97554347826087,409.7332084142577,GNAS;CALM3;ADCY1;CALM1;CALM2;AGT,1,1
16,KEGG_2021_Human,Glutamatergic synapse,6/114,6.207353827865036e-07,5.331021522754678e-06,0,0,22.96064814814815,328.16187122039463,GRM3;GRM5;GRM7;GNAS;GNB3;ADCY1,1,1
17,KEGG_2021_Human,Neurotrophin signaling pathway,6/119,7.994057250720134e-07,6.484068658917442e-06,0,0,21.9391592920354,308.01257217083014,BEX3;MAGED1;CALM3;CALM1;NGF;CALM2,1,1
18,KEGG_2021_Human,Long-term potentiation,5/67,1.0094723525645732e-06,7.756998077601457e-06,0,0,32.725477287689266,451.8106486722008,GRM5;CALM3;ADCY1;CALM1;CALM2,1,1
19,KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,6/150,3.0899152241317856e-06,2.2556381136162035e-05,0,0,17.18923611111111,218.08614532374077,GNAS;CALM3;ADCY1;CALM1;CALM2;AGT,1,1
20,KEGG_2021_Human,Insulin secretion,5/86,3.5017796057616127e-06,2.434570583053312e-05,0,0,25.025195263290502,314.3724904232026,ADCYAP1;ADCYAP1R1;GNAS;CCK;ADCY1,1,1
21,KEGG_2021_Human,PI3K-Akt signaling pathway,8/354,4.553897510211456e-06,3.022131984049421e-05,0,0,9.851721538074893,121.17151599998832,HSP90AA1;FGF7;LAMA2;FGF9;GNB3;ITGAV;NGF;FGFR3,1,1
22,KEGG_2021_Human,Salivary secretion,5/93,5.15158695877854e-06,3.133882066590278e-05,0,0,23.02643784786642,280.37464477370924,GNAS;CALM3;ADCY1;CALM1;CALM2,1,1
23,KEGG_2021_Human,GnRH signaling pathway,5/93,5.15158695877854e-06,3.133882066590278e-05,0,0,23.02643784786642,280.37464477370924,GNAS;CALM3;ADCY1;CALM1;CALM2,1,1
24,KEGG_2021_Human,Dilated cardiomyopathy,5/96,6.021867675296783e-06,3.5167707223733214e-05,0,0,22.26396052926665,267.6153236534291,LAMA2;GNAS;ITGAV;ADCY1;AGT,1,1
25,KEGG_2021_Human,Melanogenesis,5/101,7.724339574079212e-06,4.337513760829096e-05,0,0,21.09906462585034,248.3599218565523,GNAS;CALM3;ADCY1;CALM1;CALM2,1,1
26,KEGG_2021_Human,Alcoholism,6/186,1.0638466501721174e-05,5.752652256486265e-05,0,0,13.72638888888889,157.1813487493952,CRH;GNAS;GNB3;CALM3;CALM1;CALM2,1,1
27,KEGG_2021_Human,Dopaminergic synapse,5/132,2.831603443040529e-05,0.00014764789381568473,0,0,15.923991643901656,166.7573514553601,GNAS;GNB3;CALM3;CALM1;CALM2,1,1
28,KEGG_2021_Human,Apelin signaling pathway,5/137,3.3850551550368565e-05,0.0001704200181501314,0,0,15.316944959802102,157.66581943137734,GNB3;CALM3;ADCY1;CALM1;CALM2,1,1
29,KEGG_2021_Human,Amphetamine addiction,4/69,3.602036909984236e-05,0.00017529912961923282,0,0,24.46892307692308,250.35197505624168,GNAS;CALM3;CALM1;CALM2,1,1
30,KEGG_2021_Human,Pertussis,4/76,5.271485603870497e-05,0.0002482699671500299,0,0,22.08222222222222,217.52343067641664,C3;CALM3;CALM1;CALM2,1,1
31,KEGG_2021_Human,Phototransduction,3/28,5.810403466594087e-05,0.0002617739640180578,0,0,46.87294117647059,457.1647065883405,CALM3;CALM1;CALM2,1,1
32,KEGG_2021_Human,Oxytocin signaling pathway,5/154,5.916808775750622e-05,0.0002617739640180578,0,0,13.55773181755924,131.98625761046438,GNAS;CALM3;ADCY1;CALM1;CALM2,1,1
33,KEGG_2021_Human,Gap junction,4/88,9.354594936602666e-05,0.0004016973119835262,0,0,18.91619047619048,175.48659250397716,GRM5;GNAS;ADCY1;HTR2A,1,1
34,KEGG_2021_Human,Morphine addiction,4/91,0.000106577031711311,0.0004445784751386116,0,0,18.26114942528736,167.02820601322307,GABBR2;GNAS;GNB3;ADCY1,1,1
35,KEGG_2021_Human,Chagas disease,4/102,0.0001657823674426373,0.0006723396012951402,0,0,16.202448979591836,141.03963960469565,C3;GNAS;CALR;ADCY1,1,1
36,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,5/193,0.00017122135089338915,0.0006756301954171573,0,0,10.72405557967868,93.00494455997634,C3;GNB3;CALM3;CALM1;CALM2,1,1
37,KEGG_2021_Human,Glucagon signaling pathway,4/107,0.000199326791310776,0.0007658345139835076,0,0,15.412038834951456,131.31927733074235,GNAS;CALM3;CALM1;CALM2,1,1
38,KEGG_2021_Human,Serotonergic synapse,4/113,0.00024573837221964146,0.0009199436498478884,0,0,14.559266055045873,121.005599767331,APP;GNAS;GNB3;HTR2A,1,1
39,KEGG_2021_Human,Human immunodeficiency virus 1 infection,5/212,0.00026466355374569627,0.0009660219711717914,0,0,9.730355910480132,80.14943931431162,GNB3;CALM3;CALR;CALM1;CALM2,1,1
40,KEGG_2021_Human,Oocyte meiosis,4/129,0.000407000588894781,0.0014493191702106,0,0,12.68544,99.03137276252956,CALM3;ADCY1;CALM1;CALM2,1,1
41,KEGG_2021_Human,Chemical carcinogenesis,5/239,0.0004586521034758538,0.0015735975927782,0,0,8.595848595848596,66.07816703503416,HSP90AA1;FGF7;FGF9;GNAS;ADCY1,1,1
42,KEGG_2021_Human,Alzheimer disease,6/369,0.00046345682527030126,0.0015735975927782,0,0,6.743457300275482,51.76815497520017,APP;GRM5;CALM3;APOE;CALM1;CALM2,1,1
43,KEGG_2021_Human,Cortisol synthesis and secretion,3/65,0.0007219487708068914,0.0023955572849501,0,0,18.865275142314992,136.46303129351548,GNAS;ADCY1;AGT,1,1
44,KEGG_2021_Human,Cushing syndrome,4/155,0.0008119725925588695,0.0026343999669687,0,0,10.487417218543046,74.62892207334495,CRH;GNAS;ADCY1;AGT,1,1
45,KEGG_2021_Human,cGMP-PKG signaling pathway,4/167,0.001071387206826,0.0034004898303607,0,0,9.709447852760736,66.40098183251928,CALM3;ADCY1;CALM1;CALM2,1,1
46,KEGG_2021_Human,Glioma,3/75,0.0010950259740335,0.0034015700469979,0,0,16.236928104575163,110.68676861250448,CALM3;CALM1;CALM2,1,1
47,KEGG_2021_Human,Tuberculosis,4/180,0.0014128523783786,0.0042974259842351,0,0,8.986363636363636,58.96981810099653,C3;CALM3;CALM1;CALM2,1,1
48,KEGG_2021_Human,Axon guidance,4/182,0.0014713926415247,0.0043841495033187,0,0,8.884494382022472,57.9406383680362,BMPR2;FYN;SLIT2;L1CAM,1,1
49,KEGG_2021_Human,Pathways of neurodegeneration,6/475,0.0017113390889125,0.0049971101396246,0,0,5.191098081023454,33.06978194538061,APP;GRM5;CALM3;CALM1;CALM2;SPTBN2,1,1
50,KEGG_2021_Human,GABAergic synapse,3/89,0.0017932619219089,0.0051336517764451,0,0,13.584131326949384,85.9022295713123,GABBR2;GNB3;ADCY1,1,1
51,KEGG_2021_Human,Hypertrophic cardiomyopathy,3/90,0.001851578265349,0.0051986620527108,0,0,13.42731575388776,84.480869278287,LAMA2;ITGAV;AGT,1,1
52,KEGG_2021_Human,Phosphatidylinositol signaling system,3/97,0.0022930908485876,0.006316816299883,0,0,12.423028785982478,75.50536334754598,CALM3;CALM1;CALM2,1,1
53,KEGG_2021_Human,Amoebiasis,3/102,0.0026451820800154,0.0070217560669501,0,0,11.79263220439691,69.9894534650505,LAMA2;GNAS;ADCY1,1,1
54,KEGG_2021_Human,Pancreatic secretion,3/102,0.0026451820800154,0.0070217560669501,0,0,11.79263220439691,69.9894534650505,GNAS;CCK;ADCY1,1,1
55,KEGG_2021_Human,Lipid and atherosclerosis,4/215,0.002697650323824,0.007033159772827,0,0,7.482464454976303,44.261576705232,HSP90AA1;CALM3;CALM1;CALM2,1,1
56,KEGG_2021_Human,C-type lectin receptor signaling pathway,3/104,0.0027948406111328,0.0071378709283004,0,0,11.557949912638325,67.96051664386877,CALM3;CALM1;CALM2,1,1
57,KEGG_2021_Human,Regulation of actin cytoskeleton,4/218,0.0028355925605576,0.0071378709283004,0,0,7.376448598130841,43.26659132198892,FGF7;FGF9;ITGAV;FGFR3,1,1
58,KEGG_2021_Human,Cholinergic synapse,3/113,0.003532603766938,0.0087416974571687,0,0,10.607486631016044,59.88690015339679,GNB3;FYN;ADCY1,1,1
59,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",3/119,0.0040846356940378,0.0099392801888255,0,0,10.05578093306288,55.31205165088091,SST;GNAS;ADCY1,1,1
60,KEGG_2021_Human,Parkinson disease,4/249,0.0045546647346007,0.0107913140441421,0,0,6.432979591836735,34.68407434869999,GNAS;CALM3;CALM1;CALM2,1,1
61,KEGG_2021_Human,Platelet activation,3/124,0.0045826128132658,0.0107913140441421,0,0,9.637822070977151,51.90435545086567,GNAS;FYN;ADCY1,1,1
62,KEGG_2021_Human,Relaxin signaling pathway,3/129,0.0051158757030462,0.011855838930869,0,0,9.253034547152197,48.813520364788914,GNAS;GNB3;ADCY1,1,1
63,KEGG_2021_Human,Insulin signaling pathway,3/137,0.0060441898254066,0.013788308039209,0,0,8.69710272168569,44.43052189846708,CALM3;CALM1;CALM2,1,1
64,KEGG_2021_Human,Cell adhesion molecules,3/148,0.0074756527592115,0.0165370500431042,0,0,8.032860040567952,39.32971687370552,SDC2;ITGAV;L1CAM,1,1
65,KEGG_2021_Human,Retrograde endocannabinoid signaling,3/148,0.0074756527592115,0.0165370500431042,0,0,8.032860040567952,39.32971687370552,GRM5;GNB3;ADCY1,1,1
66,KEGG_2021_Human,Cocaine addiction,2/49,0.0077582958785982,0.0169061372876917,0,0,16.28396072013093,79.12364418473429,GRM3;GNAS,1,1
67,KEGG_2021_Human,Phagosome,3/152,0.0080417151800258,0.0172007183947057,0,0,7.815633636004738,37.69568331530969,C3;ITGAV;CALR,1,1
68,KEGG_2021_Human,MAPK signaling pathway,4/294,0.0081291066385937,0.0172007183947057,0,0,5.422344827586207,26.09397303713418,FGF7;FGF9;NGF;FGFR3,1,1
69,KEGG_2021_Human,Ovarian steroidogenesis,2/51,0.0083825352441557,0.017483573509239,0,0,15.617739403453688,74.6778588702288,GNAS;ADCY1,1,1
70,KEGG_2021_Human,Cellular senescence,3/156,0.0086324665861653,0.0177512693180301,0,0,7.609765474817378,36.16331772907102,CALM3;CALM1;CALM2,1,1
71,KEGG_2021_Human,Regulation of lipolysis in adipocytes,2/55,0.0096962918823686,0.0196619252059142,0,0,14.436139332365748,66.92611152225938,GNAS;ADCY1,1,1
72,KEGG_2021_Human,Viral myocarditis,2/60,0.0114583775835129,0.0226070692863903,0,0,13.188328912466844,58.93909228909847,LAMA2;FYN,1,1
73,KEGG_2021_Human,Long-term depression,2/60,0.0114583775835129,0.0226070692863903,0,0,13.188328912466844,58.93909228909847,CRH;GNAS,1,1
74,KEGG_2021_Human,Melanoma,2/72,0.0162096794094039,0.0315548425836397,0,0,10.92087912087912,45.0174660560013,FGF7;FGF9,1,1
75,KEGG_2021_Human,Focal adhesion,3/201,0.0170388533623679,0.0327325340908647,0,0,5.8669043374925725,23.89155428844949,LAMA2;ITGAV;FYN,1,1
76,KEGG_2021_Human,Thyroid hormone synthesis,2/75,0.0175083669365894,0.0331976827628838,0,0,10.47049525816649,42.35395328238597,GNAS;ADCY1,1,1
77,KEGG_2021_Human,Proteoglycans in cancer,3/205,0.0179464602548854,0.033592092271965,0,0,5.749563191613279,23.115327578724173,GPC1;SDC2;ITGAV,1,1
78,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,2/77,0.0183979906866827,0.0340013498766541,0,0,10.19025641025641,40.71531033833909,LAMA2;ITGAV,1,1
79,KEGG_2021_Human,Antigen processing and presentation,2/78,0.0188498685675458,0.0344010101357711,0,0,10.055668016194332,39.933564949004506,HSP90AA1;CALR,1,1
80,KEGG_2021_Human,Taste transduction,2/86,0.0226308480405061,0.040791405110048,0,0,9.094322344322345,34.453306781873835,GABBR2;GNB3,1,1
81,KEGG_2021_Human,ECM-receptor interaction,2/88,0.0236211971779791,0.0420572535120117,0,0,8.881932021466906,33.268260367425945,LAMA2;ITGAV,1,1
82,KEGG_2021_Human,Bile secretion,2/90,0.0246291595740698,0.0433235819013758,0,0,8.679195804195805,32.14621536477304,GNAS;ADCY1,1,1
83,KEGG_2021_Human,Small cell lung cancer,2/92,0.0256545239983583,0.0445900059971466,0,0,8.485470085470086,31.082576873519034,LAMA2;ITGAV,1,1
84,KEGG_2021_Human,TGF-beta signaling pathway,2/94,0.0266970809068837,0.0458561624988827,0,0,8.300167224080267,30.07317459219205,BMPR2;RGMB,1,1
0,KEGG_2021_Human,ECM-receptor interaction,27/88,3.121577620506939e-42,4.900876864195894e-40,0,0,121.9672131147541,11656.435266523007,ITGB1;LAMA5;LAMA2;SDC4;LAMC3;LAMA1;LAMA4;LAMC1;THBS2;THBS1;SPP1;ITGB8;ITGAV;LAMB3;LAMB2;FN1;HSPG2;COL1A1;COL1A2;COL4A1;COL6A2;COL6A1;COL4A5;COL6A3;COL9A3;COL9A2;AGRN,2,2
1,KEGG_2021_Human,PI3K-Akt signaling pathway,31/354,2.005820378781639e-30,1.5745689973435868e-28,0,0,27.632398470224004,1889.5448462173244,ITGB1;LAMA5;LAMA2;LAMC3;LAMA1;LAMA4;LPAR1;LAMC1;FGF1;THBS2;THBS1;SPP1;ITGB8;ITGAV;LAMB3;LAMB2;INSR;FN1;VEGFA;COL1A1;EFNA1;COL1A2;COL4A1;COL6A2;COL6A1;COL6A3;COL4A5;COL9A3;COL9A2;FGFR3;FGFR2,2,2
2,KEGG_2021_Human,Focal adhesion,25/201,2.341937235769039e-28,1.2256138200524639e-26,0,0,37.86279176904177,2408.883976947515,ITGB1;LAMA5;LAMA2;LAMC3;LAMA1;LAMA4;LAMC1;THBS2;THBS1;SPP1;ITGB8;ITGAV;LAMB3;LAMB2;FN1;VEGFA;COL1A1;COL1A2;COL4A1;COL6A2;COL6A1;COL6A3;COL4A5;COL9A3;COL9A2,2,2
3,KEGG_2021_Human,Human papillomavirus infection,27/331,1.3315421700310058e-25,5.226303017371698e-24,0,0,24.17393092105263,1384.641414326162,ITGB1;LAMA5;LAMA2;LAMC3;LAMA1;LAMA4;PSEN1;LAMC1;THBS2;THBS1;SPP1;ITGB8;ITGAV;LAMB3;LAMB2;HLA-B;FN1;VEGFA;COL1A1;COL1A2;COL4A1;COL6A2;COL6A1;COL6A3;COL4A5;COL9A3;COL9A2,2,2
4,KEGG_2021_Human,Amoebiasis,16/102,4.910489215498154e-20,1.5418936136664204e-18,0,0,44.41580274586719,1974.741171188804,LAMA5;LAMB3;LAMA2;TGFB3;LAMB2;LAMC3;LAMA1;LAMA4;FN1;LAMC1;COL1A1;COL3A1;COL1A2;COL4A1;COL4A5;CD14,2,2
5,KEGG_2021_Human,Protein digestion and absorption,15/103,2.4886723577951323e-18,6.512026002897262e-17,0,0,40.204951298701296,1629.6989480841007,COL18A1;COL16A1;COL11A1;COL1A1;COL3A1;COL1A2;COL5A1;COL4A1;COL6A2;COL5A2;COL6A1;COL6A3;COL4A5;COL9A3;COL9A2,2,2
6,KEGG_2021_Human,Pathways in cancer,24/531,8.573607944232448e-17,1.9229377817778488e-15,0,0,12.240788954635107,452.8511447644845,ITGB1;LAMA5;LAMB3;LAMA2;TGFB3;LAMB2;LAMC3;LAMA1;LAMA4;LPAR1;FN1;LAMC1;FGF1;VEGFA;CXCL12;CDH1;COL4A1;COL4A5;ITGAV;IL6ST;CALM1;CALM2;FGFR3;FGFR2,2,2
7,KEGG_2021_Human,Small cell lung cancer,13/92,7.675496160151515e-16,1.5063161214297346e-14,0,0,37.92846629378864,1320.0368738297004,ITGB1;LAMA5;LAMA2;LAMB3;LAMC3;LAMA1;LAMB2;LAMA4;FN1;LAMC1;COL4A1;COL4A5;ITGAV,2,2
8,KEGG_2021_Human,Cell adhesion molecules,13/148,4.190032725026186e-13,7.309279309212345e-12,0,0,22.13247200689061,630.7953197363394,ITGB1;SDC4;SDC2;HLA-B;PTPRF;VCAN;CDH1;CNTN1;CNTN2;ITGB8;NCAM1;ITGAV;JAM3,2,2
9,KEGG_2021_Human,Proteoglycans in cancer,13/205,2.6856812474675116e-11,4.216519558523992e-10,0,0,15.517017926356589,377.6919997211931,ITGB1;SDC4;LUM;SDC2;FN1;HSPG2;THBS1;VEGFA;COL1A1;COL1A2;PLAU;GPC1;ITGAV,2,2
10,KEGG_2021_Human,Axon guidance,12/182,1.039851627976818e-10,1.4841518690214583e-09,0,0,16.008924949290062,367.9935220603547,EFNA1;EPHB6;ITGB1;CXCL12;BMPR2;SEMA4D;SEMA4C;PLXNB2;PLXNB1;BMPR1B;BMP7;RGMA,2,2
11,KEGG_2021_Human,Toxoplasmosis,10/112,2.0696298276008702e-10,2.707765691111138e-09,0,0,21.8098700154219,486.3269757696262,ITGB1;LAMA5;LAMB3;LAMA2;TGFB3;LAMB2;LAMC3;LAMA1;LAMA4;LAMC1,2,2
12,KEGG_2021_Human,Rap1 signaling pathway,12/210,5.438491538701343e-10,6.568024396739313e-09,0,0,13.725531173807036,292.7978239304958,EFNA1;ITGB1;CDH1;INSR;LPAR1;CALM1;FGF1;CALM2;FGFR3;THBS1;FGFR2;VEGFA,2,2
13,KEGG_2021_Human,TGF-beta signaling pathway,8/94,2.120816277240928e-08,2.378343968048755e-07,0,0,20.25555839509328,357.8930243962554,BMPR2;TGFB3;BMPR1B;THBS1;BMP7;BMP6;RGMA;FBN1,2,2
14,KEGG_2021_Human,Fluid shear stress and atherosclerosis,9/139,2.970115395221404e-08,3.108720780331736e-07,0,0,15.208461538461538,263.59427112291235,BMPR2;SDC4;GPC1;SDC2;ITGAV;CALM1;BMPR1B;CALM2;VEGFA,2,2
15,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,8/100,3.460297182195935e-08,3.3954166100297613e-07,0,0,18.928810320114668,325.18420834985045,COL1A1;COL3A1;COL1A2;TGFB3;COL4A1;FN1;COL4A5;VEGFA,2,2
16,KEGG_2021_Human,Regulation of actin cytoskeleton,9/218,1.3633702696693352e-06,1.2591125431652092e-05,0,0,9.422009569377993,127.24942872918471,ITGB1;CXCL12;LPAR1;FN1;ITGB8;ITGAV;FGF1;FGFR3;FGFR2,2,2
17,KEGG_2021_Human,Hypertrophic cardiomyopathy,6/90,5.618320831710298e-06,4.900424280991759e-05,0,0,15.220430107526882,184.0070507208982,ITGB1;LAMA2;LAMA1;TGFB3;ITGB8;ITGAV,2,2
18,KEGG_2021_Human,Dilated cardiomyopathy,6/96,8.168090042062541e-06,6.749421771599047e-05,0,0,14.201433691756272,166.3737075321738,ITGB1;LAMA2;LAMA1;TGFB3;ITGB8;ITGAV,2,2
19,KEGG_2021_Human,Phagosome,7/152,1.0577960784947751e-05,8.303699216183985e-05,0,0,10.36671664167916,118.76875537010444,ITGB1;CANX;HLA-B;ITGAV;CD14;THBS2;THBS1,2,2
20,KEGG_2021_Human,Hippo signaling pathway,7/163,1.666373293752292e-05,0.0001245812414852904,0,0,9.630365105908584,105.9559337246351,BMPR2;TGFB3;CDH1;FGF1;BMPR1B;BMP7;BMP6,2,2
21,KEGG_2021_Human,Ras signaling pathway,8/232,2.0079477150714128e-05,0.00014329445057555083,0,0,7.722527472527473,83.52540763828004,EFNA1;INSR;CALM1;FGF1;CALM2;FGFR3;FGFR2;VEGFA,2,2
22,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,5/77,3.999303234384312e-05,0.00027299591643405955,0,0,14.64908392434988,148.34842087800223,ITGB1;LAMA2;LAMA1;ITGB8;ITGAV,2,2
23,KEGG_2021_Human,Relaxin signaling pathway,6/129,4.39553949700668e-05,0.00028754154209585366,0,0,10.373983739837398,104.075282122445,COL1A1;COL3A1;COL1A2;COL4A1;COL4A5;VEGFA,2,2
24,KEGG_2021_Human,Bladder cancer,4/41,4.969531731284327e-05,0.0003120865927246557,0,0,22.60483641536273,224.00488351383737,CDH1;THBS1;FGFR3;VEGFA,2,2
25,KEGG_2021_Human,MAPK signaling pathway,8/294,0.00010667415032372514,0.0006124389871434357,0,0,6.029355260124491,55.14286549699501,EFNA1;TGFB3;INSR;CD14;FGF1;FGFR3;FGFR2;VEGFA,2,2
26,KEGG_2021_Human,Cytokine-cytokine receptor interaction,8/295,0.00010920558019729472,0.0006124389871434357,0,0,6.008040739748057,54.80702023799297,CXCL12;BMPR2;TGFB3;EBI3;IL6ST;BMPR1B;BMP7;BMP6,2,2
27,KEGG_2021_Human,Malaria,4/50,0.00010922478751602677,0.0006124389871434357,0,0,18.17391304347826,165.78429812678354,TGFB3;SDC2;THBS2;THBS1,2,2
28,KEGG_2021_Human,Pertussis,4/76,0.0005515183063396382,0.002985806003287,0,0,11.59590643274854,87.00217874091169,ITGB1;CD14;CALM1;CALM2,2,2
29,KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,5/143,0.0007268380923843868,0.0038037860168116,0,0,7.617560900400863,55.05064100370834,BMPR2;IL6ST;BMPR1B;FGFR3;FGFR2,2,2
30,KEGG_2021_Human,Human cytomegalovirus infection,6/225,0.0008900120538199524,0.0045074804016042,0,0,5.798202975401384,40.728175403975015,CXCL12;HLA-B;ITGAV;CALM1;CALM2;VEGFA,2,2
31,KEGG_2021_Human,Calcium signaling pathway,6/240,0.0012407158303285,0.0060872620425492,0,0,5.4223876481941,36.28698026722881,CALM1;FGF1;CALM2;FGFR3;FGFR2;VEGFA,2,2
32,KEGG_2021_Human,Ovarian steroidogenesis,3/51,0.0020623100148981,0.0098115961314849,0,0,12.925130208333334,79.92808181101285,INSR;CGA;BMP6,2,2
33,KEGG_2021_Human,Alzheimer disease,7/369,0.0023943289322192,0.0110561659517181,0,0,4.106803987509008,24.783134057809825,APP;NCSTN;ADAM17;INSR;PSEN1;CALM1;CALM2,2,2
34,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,5/193,0.002731616757458,0.0122532523120261,0,0,5.57746717971933,32.92301698671435,HLA-B;IL6ST;CALM1;CALM2;VEGFA,2,2
35,KEGG_2021_Human,Notch signaling pathway,3/59,0.0031287815953977,0.013644964179929,0,0,11.07421875,63.866255600774856,ADAM17;NCSTN;PSEN1,2,2
36,KEGG_2021_Human,Viral myocarditis,3/60,0.0032817347324348,0.0136550169716428,0,0,10.87938596491228,62.2233763844449,LAMA2;LAMA1;HLA-B,2,2
37,KEGG_2021_Human,Platelet activation,4/124,0.003366483723708,0.0136550169716428,0,0,6.940701754385965,39.51956791413257,COL1A1;ITGB1;COL3A1;COL1A2,2,2
38,KEGG_2021_Human,Diabetic cardiomyopathy,5/203,0.0033920105853125,0.0136550169716428,0,0,5.293090479260692,30.09827210212563,COL1A1;COL3A1;COL1A2;TGFB3;INSR,2,2
39,KEGG_2021_Human,MicroRNAs in cancer,6/310,0.0044362006834023,0.0174120876823544,0,0,4.158955857385399,22.533043878755294,EFNA1;BMPR2;PLAU;FGFR3;THBS1;VEGFA,2,2
40,KEGG_2021_Human,Apelin signaling pathway,4/137,0.0048001024832091,0.0177671497879492,0,0,6.258171745152355,33.41311747814395,CDH1;SPP1;CALM1;CALM2,2,2
41,KEGG_2021_Human,Insulin signaling pathway,4/137,0.0048001024832091,0.0177671497879492,0,0,6.258171745152355,33.41311747814395,INSR;CALM1;CALM2;PTPRF,2,2
42,KEGG_2021_Human,Renin secretion,3/69,0.0048661620438332,0.0177671497879492,0,0,9.391571969696969,50.01434444725791,ADCYAP1R1;CALM1;CALM2,2,2
43,KEGG_2021_Human,Adherens junction,3/71,0.0052707201017753,0.0188068876358801,0,0,9.114430147058824,47.81054799529864,CDH1;INSR;PTPRF,2,2
