,ligand,receptor,spc
APOE_LRP5,APOE,LRP5,0.6297807241203468
APOE_LSR,APOE,LSR,0.9263947491795592
APOE_SCARB1,APOE,SCARB1,0.9263947491795592
APOE_LRP8,APOE,LRP8,1.0
LAMA5_SDC1,LAMA5,SDC1,0.12907440067933892
LAMA5_ITGA6,LAMA5,ITGA6,0.8829311885612153
LAMA5_BCAM,LAMA5,BCAM,0.3276948590381426
LAMA5_ITGB1,LAMA5,ITGB1,0.8829311885612153
LAMA5_ITGA2,LAMA5,ITGA2,0.7647058823529412
JAG1_CD46,JAG1,CD46,0.3684642351010666
JAG1_NOTCH4,JAG1,NOTCH4,0.845890410958904
JAG1_NOTCH1,JAG1,NOTCH1,0.9117755629383536
JAG1_NOTCH2,JAG1,NOTCH2,0.7647058823529412
JAG1_NOTCH3,JAG1,NOTCH3,0.06635503975929508
LAMC1_ITGA6,LAMC1,ITGA6,1.0
LAMC1_ITGA1,LAMC1,ITGA1,1.0
LAMC1_ITGA7,LAMC1,ITGA7,0.896551724137931
LAMC1_ITGAV,LAMC1,ITGAV,0.15865878725590957
LAMC1_ITGB1,LAMC1,ITGB1,0.896551724137931
LAMC1_ITGA2,LAMC1,ITGA2,0.8829311885612153
IL1RN_IL1R1,IL1RN,IL1R1,0.01445853658536585
CCL21_ADRA2A,CCL21,ADRA2A,0.012666666666666668
MMP7_CD44,MMP7,CD44,0.05939498869811956
MMP7_SDC1,MMP7,SDC1,0.2334042050555162
MMP7_CD151,MMP7,CD151,0.06707946336429309
THBS1_CD47,THBS1,CD47,0.7584830339321356
THBS1_SDC1,THBS1,SDC1,0.896551724137931
THBS1_ITGB1,THBS1,ITGB1,0.9663536776212832
THBS1_LRP5,THBS1,LRP5,0.9117755629383536
THBS1_SDC4,THBS1,SDC4,0.9920674766542825
THBS1_SCARB1,THBS1,SCARB1,0.8637118629250808
THBS1_ITGA6,THBS1,ITGA6,1.0
ADAM10_GPNMB,ADAM10,GPNMB,0.9663536776212832
ADAM10_TSPAN15,ADAM10,TSPAN15,0.9117755629383536
ADAM10_CD44,ADAM10,CD44,0.3676279069767442
ADAM10_CADM1,ADAM10,CADM1,0.18055555555555552
ADAM10_TSPAN14,ADAM10,TSPAN14,0.2334042050555162
ADAM10_NOTCH1,ADAM10,NOTCH1,1.0
ADAM10_MET,ADAM10,MET,0.6202134337727557
ADAM10_TSPAN17,ADAM10,TSPAN17,0.48286984995845755
ADAM10_AXL,ADAM10,AXL,0.3684642351010666
VWF_SIRPA,VWF,SIRPA,0.03381072155775713
CDH1_LRP5,CDH1,LRP5,1.0
CDH1_IGF1R,CDH1,IGF1R,1.0
CDH1_ERBB3,CDH1,ERBB3,0.4277056277056277
CDH1_PTPRM,CDH1,PTPRM,0.9545893719806764
CDH1_PTPRF,CDH1,PTPRF,0.32715231788079474
SEMA7A_ITGB1,SEMA7A,ITGB1,0.04688686408504176
SEMA7A_ITGA1,SEMA7A,ITGA1,0.0021478260869565217
TIMP2_CD44,TIMP2,CD44,0.3658175355450237
TIMP2_ITGB1,TIMP2,ITGB1,0.06411837237977805
LGALS3BP_ITGB1,LGALS3BP,ITGB1,0.2893626991565136
LAMC2_ITGA6,LAMC2,ITGA6,0.0021478260869565217
LAMC2_CD151,LAMC2,CD151,0.01999190611088628
LAMC2_ITGB1,LAMC2,ITGB1,0.06707946336429309
LAMC2_ITGA2,LAMC2,ITGA2,0.24060003896356907
LAMC2_COL17A1,LAMC2,COL17A1,0.8182194616977225
NID1_ITGB1,NID1,ITGB1,0.1256198347107438
NID1_PTPRF,NID1,PTPRF,0.00494
ICAM1_ITGAX,ICAM1,ITGAX,1.0
ICAM1_MUC1,ICAM1,MUC1,1.0
ICAM1_ITGB2,ICAM1,ITGB2,1.0
VCAN_CD44,VCAN,CD44,0.06761565836298933
VCAN_ITGB1,VCAN,ITGB1,0.5139409071993342
TIMP3_CD44,TIMP3,CD44,0.12907440067933892
TIMP3_MET,TIMP3,MET,0.4277056277056277
LUM_ITGB1,LUM,ITGB1,0.9920674766542825
CGN_F11R,CGN,F11R,0.9405940594059408
CALM2_INSR,CALM2,INSR,0.18529632408102023
CALM2_AQP1,CALM2,AQP1,0.007484848484848484
APP_LRP10,APP,LRP10,0.3282610140208652
APP_PLD1,APP,PLD1,1.0
APP_TSPAN15,APP,TSPAN15,0.9663536776212832
APP_TNFRSF21,APP,TNFRSF21,0.2334042050555162
APP_NCSTN,APP,NCSTN,0.5107262858619798
CALM3_INSR,CALM3,INSR,0.03191142319133611
CALM3_AQP1,CALM3,AQP1,0.006175
TFF2_MUC6,TFF2,MUC6,0.20455486542443063
TFF1_MUC5AC,TFF1,MUC5AC,0.9663536776212832
TNFSF12_TNFRSF25,TNFSF12,TNFRSF25,1.0
TNFSF12_TNFRSF12A,TNFSF12,TNFRSF12A,0.07137851564475461
FGF19_FGFR1,FGF19,FGFR1,0.023997415662928605
FGF19_FGFR3,FGF19,FGFR3,0.01529047619047619
VCAM1_ITGB1,VCAM1,ITGB1,0.8829311885612153
VCAM1_ITGB2,VCAM1,ITGB2,1.0
VCAM1_EZR,VCAM1,EZR,0.2334042050555162
VCAM1_MSN,VCAM1,MSN,0.7180232558139534
ARPC5_LDLR,ARPC5,LDLR,0.6803002134545204
COL6A3_ITGB1,COL6A3,ITGB1,0.48021775055895793
COL6A3_ITGA2,COL6A3,ITGA2,0.9545893719806764
LIPH_LPAR4,LIPH,LPAR4,0.20455486542443063
LIPH_LPAR2,LIPH,LPAR2,0.8409942117807286
MELTF_TFRC,MELTF,TFRC,0.02447095189030673
COL1A2_CD44,COL1A2,CD44,0.04406779661016949
COL1A2_ITGB1,COL1A2,ITGB1,0.18834833002897666
COL1A2_ITGA11,COL1A2,ITGA11,1.0
COL14A1_CD44,COL14A1,CD44,0.7584830339321356
COL6A2_ITGB1,COL6A2,ITGB1,0.06184469969641013
IL16_KCNJ15,IL16,KCNJ15,0.4277056277056277
CD14_ITGB1,CD14,ITGB1,0.8409942117807286
CD14_ITGB2,CD14,ITGB2,0.9263947491795592
COL3A1_ITGB1,COL3A1,ITGB1,0.0021478260869565217
COL3A1_DDR1,COL3A1,DDR1,0.0021478260869565217
FGB_ITGB1,FGB,ITGB1,0.8409942117807286
FGB_ITGB2,FGB,ITGB2,0.46511627906976744
FGA_ITGAX,FGA,ITGAX,0.06360242049697439
FGA_ITGB1,FGA,ITGB1,0.6803002134545204
FGA_PLAUR,FGA,PLAUR,0.46511627906976744
FGA_ITGB2,FGA,ITGB2,1.0
SEMA4C_PLXNB2,SEMA4C,PLXNB2,0.11934961706651202
HAS2_CD44,HAS2,CD44,0.01235
EFEMP2_AQP1,EFEMP2,AQP1,0.05111913656260024
GNAI2_EDNRA,GNAI2,EDNRA,1.0
GNAI2_ADORA1,GNAI2,ADORA1,1.0
GNAI2_PTPRU,GNAI2,PTPRU,1.0
AGTRAP_RACK1,AGTRAP,RACK1,0.6104794859120118
PKM_CD44,PKM,CD44,0.7260435038212816
MMP1_CD44,MMP1,CD44,0.9263947491795592
FBN1_ITGB1,FBN1,ITGB1,0.8182194616977225
PSEN1_NOTCH4,PSEN1,NOTCH4,0.8409942117807286
PSEN1_CD44,PSEN1,CD44,0.49161566402945706
CSF1_SIRPA,CSF1,SIRPA,1.0
JAG2_NOTCH4,JAG2,NOTCH4,1.0
EFNA5_EPHB6,EFNA5,EPHB6,0.0021478260869565217
EFNA5_EPHA2,EFNA5,EPHA2,0.8409942117807286
FBLN1_ITGB1,FBLN1,ITGB1,0.9545893719806764
COL7A1_ITGB1,COL7A1,ITGB1,0.00871764705882353
HSP90AA1_FGFR3,HSP90AA1,FGFR3,0.55331541218638
FGG_ITGB1,FGG,ITGB1,0.2334042050555162
FGG_ITGB2,FGG,ITGB2,0.5381263616557734
CXCL14_CXCR4,CXCL14,CXCR4,0.17945364719558268
RTN4_GJB2,RTN4,GJB2,0.9405940594059408
HMGB1_SDC1,HMGB1,SDC1,0.0021478260869565217
HMGB1_CXCR4,HMGB1,CXCR4,0.9405940594059408
FN1_ITGA6,FN1,ITGA6,0.006175
FN1_CD44,FN1,CD44,0.1802492109536059
FN1_ITGB1,FN1,ITGB1,0.5441427548603843
COL18A1_ITGB1,COL18A1,ITGB1,1.0
ADAM15_ITGB1,ADAM15,ITGB1,0.55331541218638
CALM1_PTPRA,CALM1,PTPRA,0.01999190611088628
LAMC3_ITGA6,LAMC3,ITGA6,0.6375838926174496
LAMC3_ITGB1,LAMC3,ITGB1,0.38690476190476186
COL6A1_ITGB1,COL6A1,ITGB1,1.0
COL6A1_ITGA6,COL6A1,ITGA6,0.4388185654008439
TGM2_ITGB1,TGM2,ITGB1,0.7369284702021333
TGM2_SDC4,TGM2,SDC4,1.0
TGM2_ADGRG1,TGM2,ADGRG1,0.0035285714285714287
THBS2_ITGB1,THBS2,ITGB1,1.0
THBS2_NOTCH4,THBS2,NOTCH4,1.0
THBS2_ITGA6,THBS2,ITGA6,0.8182194616977225
PTGS2_ALOX5,PTGS2,ALOX5,0.06684709066305819
SEMA4A_PLXNB2,SEMA4A,PLXNB2,0.8409942117807286
EFNA1_EPHB6,EFNA1,EPHB6,0.476144578313253
ADAM12_ITGB1,ADAM12,ITGB1,0.17945364719558268
ADAM12_SDC4,ADAM12,SDC4,0.040955065494942794
S100A9_ITGB2,S100A9,ITGB2,0.7369284702021333
COL5A1_ITGB1,COL5A1,ITGB1,0.9405940594059408
CEL_CXCR4,CEL,CXCR4,0.9920674766542825
SPTAN1_PTPRA,SPTAN1,PTPRA,0.022508001959198554
PLAU_ITGB1,PLAU,ITGB1,0.896551724137931
PLAU_ITGB2,PLAU,ITGB2,0.8637118629250808
COL16A1_ITGB1,COL16A1,ITGB1,0.7647058823529412
HSPG2_SDC1,HSPG2,SDC1,1.0
HSPG2_ITGB1,HSPG2,ITGB1,0.7180232558139534
HSPG2_FGFR1,HSPG2,FGFR1,0.619435736677116
COL5A2_ITGB1,COL5A2,ITGB1,1.0
COL5A2_DDR1,COL5A2,DDR1,0.558097497599277
COL4A1_ITGB1,COL4A1,ITGB1,0.9663536776212832
ACTR2_LDLR,ACTR2,LDLR,0.0021478260869565217
AGRN_ITGB1,AGRN,ITGB1,0.33868092691622104
ZG16B_CXCR4,ZG16B,CXCR4,0.7484848484848485
LAMB3_CD151,LAMB3,CD151,0.0242513500245459
LAMB3_ITGB1,LAMB3,ITGB1,0.07137851564475461
LAMB3_ITGA6,LAMB3,ITGA6,0.017564444444444445
AFDN_EPHB6,AFDN,EPHB6,0.12907440067933892
SPP1_CD44,SPP1,CD44,0.9663536776212832
SPP1_ITGB1,SPP1,ITGB1,1.0
LGALS9_CD44,LGALS9,CD44,0.7584830339321356
LGALS9_SLC1A5,LGALS9,SLC1A5,0.482421875
MDK_ITGA6,MDK,ITGA6,0.03191142319133611
LRPAP1_LDLR,LRPAP1,LDLR,0.9263947491795592
HSPA8_LDLR,HSPA8,LDLR,0.07137851564475461
S100A10_CFTR,S100A10,CFTR,1.0
HSP90AA1_CFTR,HSP90AA1,CFTR,0.0021478260869565217
PLAU_ITGA3,PLAU,ITGA3,0.22854499190377053
LAMA4_ITGA3,LAMA4,ITGA3,1.0
LGALS8_ITGA3,LGALS8,ITGA3,0.6992215145081386
NID1_ITGA3,NID1,ITGA3,0.9545893719806764
LAMC3_ITGA3,LAMC3,ITGA3,0.019554166666666668
THBS1_ITGA3,THBS1,ITGA3,1.0
CALR_ITGA3,CALR,ITGA3,0.03870108504054213
TIMP2_ITGA3,TIMP2,ITGA3,0.30004859086491736
LAMB2_ITGA3,LAMB2,ITGA3,0.3697881577962422
LAMA5_ITGA3,LAMA5,ITGA3,0.896551724137931
ADAM9_ITGA3,ADAM9,ITGA3,1.0
LAMC1_ITGA3,LAMC1,ITGA3,0.07137851564475461
LAMB3_ITGA3,LAMB3,ITGA3,0.23679417122040072
COL18A1_ITGA3,COL18A1,ITGA3,0.9545893719806764
LAMB1_ITGA3,LAMB1,ITGA3,0.845890410958904
LAMC2_ITGA3,LAMC2,ITGA3,0.0242513500245459
FN1_ITGA3,FN1,ITGA3,0.16181865828092246
APP_CD74,APP,CD74,0.0021478260869565217
SLPI_CD4,SLPI,CD4,0.4308390022675737
IL16_CD4,IL16,CD4,0.09348535743009888
CALM1_SCTR,CALM1,SCTR,0.021603325337770613
CALM2_KCNQ1,CALM2,KCNQ1,0.06411837237977805
CALM1_KCNQ1,CALM1,KCNQ1,0.024451572028193553
CALM3_KCNQ1,CALM3,KCNQ1,0.09520230489790805
LTB_TNFRSF1A,LTB,TNFRSF1A,0.05305125244986174
LAMC3_ITGB4,LAMC3,ITGB4,0.6202134337727557
LAMB2_ITGB4,LAMB2,ITGB4,0.12195724090258232
LAMA5_ITGB4,LAMA5,ITGB4,0.0021478260869565217
LAMC1_ITGB4,LAMC1,ITGB4,0.052670860432881966
LAMB3_ITGB4,LAMB3,ITGB4,0.0638655462184874
LAMB1_ITGB4,LAMB1,ITGB4,0.9263947491795592
LAMC2_ITGB4,LAMC2,ITGB4,0.0021478260869565217
HBEGF_CD82,HBEGF,CD82,1.0
LTB_LTBR,LTB,LTBR,0.24862851678494136
CD55_ADGRE5,CD55,ADGRE5,0.40107168953478933
AGRN_LRP1,AGRN,LRP1,0.0021478260869565217
GPC3_LRP1,GPC3,LRP1,0.0021478260869565217
PDGFB_LRP1,PDGFB,LRP1,0.023539502525493184
A2M_LRP1,A2M,LRP1,0.25832091405861896
SERPINA1_LRP1,SERPINA1,LRP1,0.04677011635723279
HSPG2_LRP1,HSPG2,LRP1,0.4416234578937958
APOE_LRP1,APOE,LRP1,0.4723656530885446
HSP90B1_LRP1,HSP90B1,LRP1,0.4277056277056277
MDK_LRP1,MDK,LRP1,0.1780821917808219
PLAU_LRP1,PLAU,LRP1,1.0
LRPAP1_LRP1,LRPAP1,LRP1,0.0035285714285714287
C3_LRP1,C3,LRP1,0.6992215145081386
THBS1_LRP1,THBS1,LRP1,0.37886340977068794
HSP90AA1_LRP1,HSP90AA1,LRP1,0.7128427128427128
CALR_LRP1,CALR,LRP1,0.26683951817641655
C1QB_LRP1,C1QB,LRP1,0.06411837237977805
VWF_LRP1,VWF,LRP1,0.09142053445850913
APP_LRP1,APP,LRP1,0.18529632408102023
PSAP_LRP1,PSAP,LRP1,0.24060003896356907
COL4A2_CD93,COL4A2,CD93,0.01445853658536585
COL1A2_CD93,COL1A2,CD93,0.3458657144857523
COL4A1_CD93,COL4A1,CD93,0.26296178004897264
C1QA_CD93,C1QA,CD93,0.22616976467356467
HLA-B_CANX,HLA-B,CANX,0.16181865828092246
GSTP1_TRAF2,GSTP1,TRAF2,0.22819660014781964
S100A9_CD68,S100A9,CD68,0.845890410958904
AFDN_NECTIN2,AFDN,NECTIN2,0.02418640175865496
LRPAP1_SORT1,LRPAP1,SORT1,0.5008871989860583
PSAP_SORT1,PSAP,SORT1,0.26296178004897264
PSEN1_NOTCH2,PSEN1,NOTCH2,0.5483405483405484
ADAM10_NOTCH2,ADAM10,NOTCH2,0.7260435038212816
APP_NOTCH2,APP,NOTCH2,0.2893626991565136
JAG2_NOTCH2,JAG2,NOTCH2,0.09943138932219595
PDGFB_PDGFRA,PDGFB,PDGFRA,0.0021478260869565217
CD14_RIPK1,CD14,RIPK1,1.0
CALR_HLA-F,CALR,HLA-F,0.14024528730411084
B2M_HLA-F,B2M,HLA-F,0.14778030393681943
PLAU_ITGAV,PLAU,ITGAV,0.6992215145081386
SPP1_ITGAV,SPP1,ITGAV,0.16181865828092246
NID1_ITGAV,NID1,ITGAV,0.019554166666666668
PDGFB_ITGAV,PDGFB,ITGAV,0.09520230489790805
CALR_ITGAV,CALR,ITGAV,0.34015010672726026
FGG_ITGAV,FGG,ITGAV,0.11126126126126128
FGA_ITGAV,FGA,ITGAV,0.11503353204172875
MFGE8_ITGAV,MFGE8,ITGAV,0.565088080530771
FGB_ITGAV,FGB,ITGAV,1.0
FBN1_ITGAV,FBN1,ITGAV,0.9405940594059408
AZGP1_ITGAV,AZGP1,ITGAV,1.0
ADAM9_ITGAV,ADAM9,ITGAV,0.054602528959236
VEGFA_ITGAV,VEGFA,ITGAV,0.30212219436120114
ADAM15_ITGAV,ADAM15,ITGAV,0.0021478260869565217
COL1A2_ITGAV,COL1A2,ITGAV,0.38038038038038036
COL4A1_ITGAV,COL4A1,ITGAV,0.06411837237977805
FN1_ITGAV,FN1,ITGAV,0.01235
SAA1_SCARB1,SAA1,SCARB1,0.3885939036381514
PDGFB_PDGFRB,PDGFB,PDGFRB,0.027818448023426062
MFGE8_PDGFRB,MFGE8,PDGFRB,0.01825652173913043
CALM1_KCNN4,CALM1,KCNN4,0.7484848484848485
PSEN1_NOTCH3,PSEN1,NOTCH3,0.6543046357615895
THBS2_NOTCH3,THBS2,NOTCH3,0.48286984995845755
SCGB3A1_NOTCH3,SCGB3A1,NOTCH3,0.0021478260869565217
JAG2_NOTCH3,JAG2,NOTCH3,0.06412253374870197
APP_APLP2,APP,APLP2,0.012666666666666668
HLA-A_APLP2,HLA-A,APLP2,0.02034931619706706
GPC3_CD81,GPC3,CD81,0.0021478260869565217
CD99_CD81,CD99,CD81,0.0021478260869565217
AFDN_NECTIN1,AFDN,NECTIN1,0.7807807807807808
BMP2_GPC1,BMP2,GPC1,0.04677011635723279
APP_GPC1,APP,GPC1,0.027302471592165183
COL18A1_GPC1,COL18A1,GPC1,0.06635503975929508
VEGFA_GPC1,VEGFA,GPC1,0.8350236646382692
NLGN2_NRXN2,NLGN2,NRXN2,0.9263947491795592
AFDN_NRXN2,AFDN,NRXN2,0.24060003896356907
GPC3_IGF1R,GPC3,IGF1R,0.9405940594059408
INS_IGF1R,INS,IGF1R,0.38526028465587836
GNAI2_IGF1R,GNAI2,IGF1R,1.0
S100A4_ERBB2,S100A4,ERBB2,0.33940226726210926
SEMA4D_ERBB2,SEMA4D,ERBB2,1.0
HLA-A_ERBB2,HLA-A,ERBB2,0.5507246376811594
HSP90B1_ERBB2,HSP90B1,ERBB2,0.482421875
HSP90AA1_ERBB2,HSP90AA1,ERBB2,0.9405940594059408
PSEN1_NOTCH1,PSEN1,NOTCH1,1.0
MFAP2_NOTCH1,MFAP2,NOTCH1,0.5757575757575757
JAG2_NOTCH1,JAG2,NOTCH1,0.9920674766542825
PLAU_ST14,PLAU,ST14,0.04057028349922801
SPINT1_ST14,SPINT1,ST14,0.3676279069767442
GNAI2_ADRA2A,GNAI2,ADRA2A,0.8409942117807286
AGT_ADRA2A,AGT,ADRA2A,1.0
SAA1_ADRA2A,SAA1,ADRA2A,0.03381072155775713
CXCL2_ADRA2A,CXCL2,ADRA2A,0.1802492109536059
APP_ADRA2A,APP,ADRA2A,0.49618320610687017
CXCL1_ADRA2A,CXCL1,ADRA2A,0.6610906657745066
PPY_ADRA2A,PPY,ADRA2A,0.4620276842499065
CXCL16_ADRA2A,CXCL16,ADRA2A,0.3564213564213564
ANXA1_ADRA2A,ANXA1,ADRA2A,1.0
COL6A1_ITGA1,COL6A1,ITGA1,1.0
COL5A1_ITGA1,COL5A1,ITGA1,1.0
COL6A2_ITGA1,COL6A2,ITGA1,0.9545893719806764
COL6A3_ITGA1,COL6A3,ITGA1,0.3142293747217098
COL5A2_ITGA1,COL5A2,ITGA1,1.0
COL1A2_ITGA1,COL1A2,ITGA1,1.0
COL4A1_ITGA1,COL4A1,ITGA1,0.7807807807807808
FBN1_ITGB6,FBN1,ITGB6,0.558097497599277
FN1_ITGB6,FN1,ITGB6,0.06761565836298933
CSF1_CSF1R,CSF1,CSF1R,1.0
GNAS_PTGIR,GNAS,PTGIR,0.9263947491795592
FGF19_FGFR4,FGF19,FGFR4,0.061418340958822364
PLAU_ITGA5,PLAU,ITGA5,0.896551724137931
SPP1_ITGA5,SPP1,ITGA5,0.845890410958904
FGG_ITGA5,FGG,ITGA5,0.6479113384484229
FGA_ITGA5,FGA,ITGA5,0.4308390022675737
FGB_ITGA5,FGB,ITGA5,0.9545893719806764
FBN1_ITGA5,FBN1,ITGA5,0.12195724090258232
COL18A1_ITGA5,COL18A1,ITGA5,0.9545893719806764
ADAM15_ITGA5,ADAM15,ITGA5,0.2593992858643142
FN1_ITGA5,FN1,ITGA5,0.845890410958904
WNT7B_LRP5,WNT7B,LRP5,0.9920674766542825
DKK1_LRP5,DKK1,LRP5,0.0021478260869565217
PSEN1_NCSTN,PSEN1,NCSTN,0.7260435038212816
FN1_IL17RC,FN1,IL17RC,0.3684642351010666
PLAU_ITGB5,PLAU,ITGB5,0.16181865828092246
SPP1_ITGB5,SPP1,ITGB5,0.9920674766542825
TLN1_ITGB5,TLN1,ITGB5,0.7484848484848485
COL4A2_ITGB5,COL4A2,ITGB5,0.20455486542443063
ADAM9_ITGB5,ADAM9,ITGB5,0.8409942117807286
COL18A1_ITGB5,COL18A1,ITGB5,0.6202134337727557
LTBP3_ITGB5,LTBP3,ITGB5,0.7369284702021333
LTBP1_ITGB5,LTBP1,ITGB5,0.6726579520697169
MST1_MST1R,MST1,MST1R,0.017564444444444445
LAMC3_ITGA2,LAMC3,ITGA2,0.3773873185637892
COL6A1_ITGA2,COL6A1,ITGA2,0.9117755629383536
COL6A2_ITGA2,COL6A2,ITGA2,0.9663536776212832
MMP1_ITGA2,MMP1,ITGA2,0.44265232974910396
HSPG2_ITGA2,HSPG2,ITGA2,0.896551724137931
LAMB3_ITGA2,LAMB3,ITGA2,0.7647058823529412
COL1A2_ITGA2,COL1A2,ITGA2,0.04337613873339919
COL4A1_ITGA2,COL4A1,ITGA2,1.0
FN1_ITGA2,FN1,ITGA2,0.5483405483405484
COL7A1_ITGA2,COL7A1,ITGA2,0.27956989247311825
COL3A1_ITGA2,COL3A1,ITGA2,0.3676279069767442
GAS6_AXL,GAS6,AXL,0.5507246376811594
LRPAP1_LRP8,LRPAP1,LRP8,0.6610906657745066
INS_INSR,INS,INSR,0.47623638291718884
ARF1_INSR,ARF1,INSR,0.11934961706651202
HRAS_INSR,HRAS,INSR,0.4106059346687724
CALM1_INSR,CALM1,INSR,0.5834760526782024
FN1_ROBO4,FN1,ROBO4,0.6928471248246844
CD6_ALCAM,CD6,ALCAM,0.3379857690202518
S100A9_ALCAM,S100A9,ALCAM,0.26807760141093473
PLAU_MRC2,PLAU,MRC2,0.3676279069767442
LGALS9_MRC2,LGALS9,MRC2,0.845890410958904
CALM1_AQP1,CALM1,AQP1,0.24060003896356907
C1QA_CSPG4,C1QA,CSPG4,0.6992215145081386
C4B_CD46,C4B,CD46,0.00494
SEMA4A_PLXND1,SEMA4A,PLXND1,1.0
SEMA4D_MET,SEMA4D,MET,0.24060003896356907
AFDN_EPHB3,AFDN,EPHB3,0.6543046357615895
FAM3C_LAMP1,FAM3C,LAMP1,0.05295769816256084
PLAU_PLAUR,PLAU,PLAUR,0.5381263616557734
FN1_PLAUR,FN1,PLAUR,0.012666666666666668
